K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.979 (0.000),0.979 (0.000),0.963 (0.000),0.994 (0.000),0.941 (0.000),0.979 (0.000),0.909 (0.000),0.943 (0.000),0.943 (0.000),0.978 (0.000),0.900 (0.000),0.941 (0.000)
