K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.960 (0.000),0.960 (0.000),0.943 (0.000),0.975 (0.000),0.922 (0.000),0.947 (0.000),0.898 (0.000),0.923 (0.000),0.923 (0.000),0.933 (0.000),0.917 (0.000),0.923 (0.000)
