K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.958 (0.000),0.957 (0.000),0.935 (0.000),0.978 (0.000),0.934 (0.000),0.970 (0.000),0.898 (0.000),0.935 (0.000),0.943 (0.000),0.945 (0.000),0.945 (0.000),0.943 (0.000)
