K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.985 (0.000),0.985 (0.000),0.976 (0.000),0.994 (0.000),0.961 (0.000),0.974 (0.000),0.948 (0.000),0.961 (0.000),0.963 (0.000),0.972 (0.000),0.956 (0.000),0.963 (0.000)
