K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.972 (0.000),0.972 (0.000),0.954 (0.000),0.990 (0.000),0.932 (0.000),0.978 (0.000),0.893 (0.000),0.935 (0.000),0.910 (0.000),0.945 (0.000),0.860 (0.000),0.907 (0.000)
