K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.9051724137931034,0.8328273244781784,0.9385474860335196,0.8936170212765957,0.6774193548387096,0.7272727272727273,0.5694444444444444,0.830188679245283,0.9166666666666666,0.2222222222222222,0.6842105263157895,0.5448717948717948,0.8000000000000002,0.9230769230769231,0.16666666666666666
