K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
0.9800424628450106,0.9799623633887664,0.9796800691742324,0.9895196506550218,0.9898904802021904,0.960559796437659,0.9608284483596204,0.9608091024020228,0.9476309226932669,0.974025974025974,0.9713467048710601,0.971306892922915,0.9723756906077348,0.9723756906077348,0.9702380952380952
