K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.9310344827586207,0.8709677419354839,0.9550561797752808,0.9139784946236559,0.7419354838709677,0.7272727272727273,0.638888888888889,0.816326530612245,0.8333333333333334,0.4444444444444444,0.7368421052631579,0.6282051282051282,0.8275862068965517,0.9230769230769231,0.3333333333333333
