K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
0.9462897526501767,0.9459841821095581,0.9443631039531478,0.9641255605381166,0.9665738161559888,0.902542372881356,0.9041817820852961,0.9065040650406504,0.8814229249011858,0.9269406392694064,0.9,0.8977272727272728,0.8900523560209425,0.85,0.9454545454545454
