K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.8275862068965517,0.7081593927893739,0.8913043478260869,0.8282828282828283,0.45161290322580644,0.8181818181818182,0.7013888888888888,0.8846153846153847,0.9583333333333334,0.4444444444444444,0.631578947368421,0.46153846153846156,0.7741935483870968,0.9230769230769231,0.0
