K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
0.9568904593639576,0.9567026212618345,0.9557007988380538,0.9676470588235294,0.9693593314763231,0.9088983050847458,0.9110310971537893,0.9120654396728015,0.8814229249011858,0.9406392694063926,0.8714285714285714,0.8709090909090909,0.864321608040201,0.86,0.8818181818181818
