K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.896551724137931,0.826944971537002,0.9325842696629214,0.8924731182795699,0.6774193548387096,0.7575757575757576,0.625,0.8461538461538461,0.9166666666666666,0.3333333333333333,0.7368421052631579,0.5833333333333333,0.8387096774193548,1.0,0.16666666666666666
