K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
0.9745583038869258,0.97430092357617,0.9737226277372262,0.9910846953937593,0.9916434540389972,0.9279661016949152,0.9297381197321638,0.9308943089430893,0.9051383399209486,0.954337899543379,0.8761904761904762,0.8740909090909091,0.8645833333333334,0.83,0.9181818181818182
