K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.8620689655172413,0.7521821631878558,0.9130434782608696,0.8484848484848485,0.5161290322580645,0.696969696969697,0.4791666666666667,0.8214285714285714,0.9583333333333334,0.0,0.631578947368421,0.46153846153846156,0.7741935483870968,0.9230769230769231,0.0
