K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
0.9307855626326964,0.930482986347532,0.9275233437083148,0.9648473635522664,0.9679865206402696,0.8969465648854962,0.8979143051462253,0.8938401048492791,0.8503740648379052,0.9454545454545454,0.9054441260744985,0.9062746645619574,0.9065155807365439,0.8839779005524862,0.9285714285714286
