K-folds,Accuracy,ROC-AUC,F1,Recall,Specificity,Val Accuracy,Val ROC-AUC,Val F1,Val Recall,Val Specificity,Test Accuracy,Test ROC-AUC,Test F1,Test Recall,Test Specificity
5,0.9051724137931034,0.8430740037950665,0.9378531073446328,0.9021739130434783,0.7096774193548387,0.7575757575757576,0.6597222222222222,0.8400000000000001,0.875,0.4444444444444444,0.6842105263157895,0.5897435897435899,0.7857142857142856,0.8461538461538461,0.3333333333333333
