K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.978 (0.000),0.978 (0.000),0.965 (0.000),0.990 (0.000),0.954 (0.000),0.987 (0.000),0.923 (0.000),0.955 (0.000),0.948 (0.000),0.945 (0.000),0.956 (0.000),0.948 (0.000)
