epoch,accuracy,auc_5,f1_m,loss,recall_5,specificity,val_accuracy,val_auc_5,val_f1_m,val_loss,val_recall_5,val_specificity
0,0.48750001192092896,0.4899880588054657,0.4792303740978241,75.000873336792,0.5672823190689087,0.4699735939502716,0.5,0.5337499976158142,0.6629369854927063,74.74065704345703,1.0,0.47413110733032227
1,0.5112500190734863,0.5108439326286316,0.5093091726303101,74.56723960876465,0.5826972126960754,0.4783221185207367,0.5249999761581421,0.6587499976158142,0.6629370450973511,74.3191162109375,0.949999988079071,0.48205286264419556
2,0.5274999737739563,0.5458009243011475,0.5248044729232788,74.13856101989747,0.6116751432418823,0.48520419001579285,0.574999988079071,0.7825000286102295,0.6847552061080933,73.89937133789063,0.949999988079071,0.49243006110191345
3,0.5537499785423279,0.5585933923721313,0.5322795510292053,73.7185188293457,0.5584112405776978,0.5042665004730225,0.5249999761581421,0.8825000524520874,0.6750581860542297,73.48180694580078,1.0,0.48321980237960815
4,0.5162500143051147,0.5144833922386169,0.5253921151161194,73.33186042785644,0.5893719792366028,0.4681284427642822,0.550000011920929,0.9162499904632568,0.6859672665596008,73.06819458007813,1.0,0.48568329215049744
5,0.518750011920929,0.5338728427886963,0.4981478452682495,72.91563217163086,0.5648854970932007,0.4724079966545105,0.7749999761581421,0.9512500166893005,0.8230525255203247,72.65880584716797,1.0,0.5002237558364868
6,0.5262500047683716,0.5408658981323242,0.505210816860199,72.50049133300782,0.5660848021507263,0.491123765707016,0.824999988079071,0.9637500047683716,0.8544443845748901,72.2517822265625,0.949999988079071,0.5049774050712585
7,0.5487499833106995,0.5554406046867371,0.5262402296066284,72.09419158935548,0.5788177251815796,0.4887280762195587,0.8500000238418579,0.9550000429153442,0.8695958852767944,71.84710388183593,0.949999988079071,0.5063925981521606
8,0.518750011920929,0.5464165806770325,0.5016143918037415,71.6949740600586,0.5569620132446289,0.4934249520301819,0.8500000238418579,0.9612500667572021,0.8695958852767944,71.44423370361328,0.949999988079071,0.5081251859664917
9,0.5350000262260437,0.5537102222442627,0.47566384077072144,71.29056945800781,0.48600509762763977,0.5200320482254028,0.875,0.9512499570846558,0.8910244703292847,71.04286346435546,0.949999988079071,0.513237714767456
10,0.5600000023841858,0.598524272441864,0.5389719605445862,70.87020751953125,0.578163743019104,0.5223729610443115,0.875,0.9462500214576721,0.8910244703292847,70.64237060546876,0.949999988079071,0.515393853187561
11,0.6187499761581421,0.6375732421875,0.6118647456169128,70.45932907104492,0.6370192170143127,0.5285669565200806,0.8500000238418579,0.9474999904632568,0.8695958852767944,70.24169006347657,0.949999988079071,0.5165456533432007
12,0.6324999928474426,0.6697729825973511,0.5959010720252991,70.05249305725097,0.6080402135848999,0.5448194742202759,0.8500000238418579,0.9562499523162842,0.863246738910675,69.84013671875,0.949999988079071,0.5202487707138062
13,0.6187499761581421,0.6920326948165894,0.5902392864227295,69.64557884216309,0.6196473836898804,0.5484553575515747,0.925000011920929,0.9699999690055847,0.9246752858161926,69.43630981445312,0.949999988079071,0.5311797857284546
14,0.6462500095367432,0.7103967070579529,0.6089733242988586,69.24454071044921,0.625,0.5647603273391724,0.949999988079071,0.9850000143051147,0.9532467126846313,69.03165740966797,1.0,0.5439902544021606
15,0.6637499928474426,0.7104284167289734,0.6240799427032471,68.86099800109864,0.6365853548049927,0.5728779435157776,0.949999988079071,0.9950000047683716,0.9532467126846313,68.62749328613282,1.0,0.5506252646446228
16,0.706250011920929,0.7652793526649475,0.6760619878768921,68.43586410522461,0.6820388436317444,0.6016743779182434,0.949999988079071,0.9987499713897705,0.9532467126846313,68.22500305175781,1.0,0.5521731972694397
17,0.7200000286102295,0.8019176721572876,0.683819591999054,68.02360786437988,0.6963350772857666,0.6261024475097656,0.9750000238418579,1.0,0.9714285731315613,67.82117462158203,1.0,0.5729833841323853
18,0.7337499856948853,0.8238381147384644,0.6912011504173279,67.6241251373291,0.6734177470207214,0.6581647992134094,0.949999988079071,0.9975000023841858,0.9377776980400085,67.41862030029297,0.949999988079071,0.5874331593513489
19,0.7599999904632568,0.8383601903915405,0.7350918650627136,67.23389976501466,0.7248803973197937,0.6583954095840454,0.9750000238418579,0.9975000619888306,0.9777777791023254,67.01778869628906,1.0,0.5895839333534241
20,0.7537500262260437,0.8413795232772827,0.7324629426002502,66.8411782836914,0.7248157262802124,0.6526089310646057,0.949999988079071,0.9962499737739563,0.9377776980400085,66.61775665283203,0.949999988079071,0.6088532209396362
21,0.768750011920929,0.8615236282348633,0.7374542951583862,66.43838371276856,0.7442455291748047,0.6805278062820435,0.949999988079071,0.9950000047683716,0.9377776980400085,66.21926727294922,0.949999988079071,0.6327481269836426
22,0.7825000286102295,0.855441689491272,0.7748287916183472,66.06908805847168,0.7666666507720947,0.68526291847229,0.925000011920929,0.9925000071525574,0.9195958971977234,65.82425384521484,0.949999988079071,0.643638014793396
23,0.7962499856948853,0.8635735511779785,0.7813442945480347,65.68530738830566,0.7898550629615784,0.6957345604896545,0.925000011920929,0.9924999475479126,0.9195958971977234,65.42972869873047,0.949999988079071,0.6567363739013672
24,0.800000011920929,0.8949750065803528,0.7844663858413696,65.26812690734863,0.7825000286102295,0.7107096910476685,0.949999988079071,0.9924999475479126,0.9377776980400085,65.03453216552734,0.949999988079071,0.6776818037033081
25,0.8237500190734863,0.9049718976020813,0.7859240174293518,64.87993293762207,0.8121693134307861,0.7449556589126587,0.949999988079071,0.9925000667572021,0.9377776980400085,64.64110870361328,0.949999988079071,0.7075599431991577
26,0.8537499904632568,0.9319932460784912,0.8471375107765198,64.47675262451172,0.8391088843345642,0.7405668497085571,0.949999988079071,0.9912500381469727,0.9377776980400085,64.24930267333984,0.949999988079071,0.732962965965271
27,0.8349999785423279,0.9115111827850342,0.8243768811225891,64.12572044372558,0.8278480768203735,0.7507669925689697,0.949999988079071,0.9912500381469727,0.9377776980400085,63.86203231811523,0.949999988079071,0.7527732849121094
28,0.8362500071525574,0.9182487726211548,0.8151999115943909,63.746407928466795,0.8394736647605896,0.7722520232200623,0.949999988079071,0.9900000095367432,0.9377776980400085,63.478790283203125,0.949999988079071,0.7732145190238953
29,0.8662499785423279,0.9295021295547485,0.8583419322967529,63.36781665802002,0.8615023493766785,0.7817839980125427,0.949999988079071,0.9912500381469727,0.9377776980400085,63.09968795776367,0.949999988079071,0.7694860696792603
30,0.8512499928474426,0.9274253249168396,0.8426058888435364,62.998969841003415,0.844660222530365,0.7827911972999573,0.949999988079071,0.9912499785423279,0.9377776980400085,62.722992706298825,0.949999988079071,0.7775858640670776
31,0.8512499928474426,0.9180797338485718,0.8364397287368774,62.646179313659665,0.8535979986190796,0.770351767539978,0.949999988079071,0.9912499785423279,0.9377776980400085,62.349404907226564,0.949999988079071,0.791731595993042
32,0.8600000143051147,0.9342596530914307,0.8446434140205383,62.260345726013185,0.8588807582855225,0.793355405330658,0.949999988079071,0.9937500357627869,0.9377776980400085,61.97654342651367,0.949999988079071,0.7967944145202637
33,0.8700000047683716,0.93858802318573,0.8552494049072266,61.88254291534424,0.8801020383834839,0.7809633612632751,0.949999988079071,0.9912500381469727,0.9377776980400085,61.60702362060547,0.949999988079071,0.817626953125
34,0.8587499856948853,0.9385094046592712,0.838238000869751,61.527528038024904,0.862500011920929,0.8079175353050232,0.949999988079071,0.9912499785423279,0.9377776980400085,61.240107727050784,0.949999988079071,0.8356602787971497
35,0.8899999856948853,0.9514362812042236,0.8772501945495605,61.14399501800537,0.9029850959777832,0.8072268962860107,0.949999988079071,0.9925000071525574,0.9377776980400085,60.875021362304686,0.949999988079071,0.8465587496757507
36,0.8849999904632568,0.9477914571762085,0.8757688403129578,60.79801918029785,0.8880208134651184,0.8122401237487793,0.949999988079071,0.9925000667572021,0.9377776980400085,60.5143424987793,0.949999988079071,0.8569820523262024
37,0.8824999928474426,0.951141357421875,0.8768583536148071,60.43531429290771,0.8658536672592163,0.8392546772956848,0.949999988079071,0.9925000071525574,0.9377776980400085,60.15412139892578,0.949999988079071,0.8554021716117859
38,0.8849999904632568,0.9514000415802002,0.8749969005584717,60.08118144989014,0.887499988079071,0.8085033893585205,0.949999988079071,0.9924999475479126,0.9377776980400085,59.79672012329102,0.949999988079071,0.8594366908073425
39,0.8737499713897705,0.9349039196968079,0.8605279326438904,59.764384536743165,0.8659793734550476,0.8229101300239563,0.949999988079071,0.9900000095367432,0.9377776980400085,59.44380569458008,0.949999988079071,0.8631097078323364
40,0.8812500238418579,0.9550606608390808,0.8777746558189392,59.36857215881348,0.8881118893623352,0.834730327129364,0.949999988079071,0.9924999475479126,0.9377776980400085,59.08944549560547,0.949999988079071,0.8567434549331665
