,loss,accuracy,auc_5,f1_m,recall_5,specificity,val_loss,val_accuracy,val_auc_5,val_f1_m,val_recall_5,val_specificity,lr
0,75.000873336792,0.48750001192092896,0.4899880588054657,0.4792303740978241,0.5672823190689087,0.4699735939502716,74.74065704345703,0.5,0.5337499976158142,0.6629369854927063,1.0,0.47413110733032227,2.5e-06
1,74.56723960876465,0.5112500190734863,0.5108439326286316,0.5093091726303101,0.5826972126960754,0.4783221185207367,74.3191162109375,0.5249999761581421,0.6587499976158142,0.6629370450973511,0.949999988079071,0.48205286264419556,2.5e-06
2,74.13856101989747,0.5274999737739563,0.5458009243011475,0.5248044729232788,0.6116751432418823,0.48520419001579285,73.89937133789063,0.574999988079071,0.7825000286102295,0.6847552061080933,0.949999988079071,0.49243006110191345,2.5e-06
3,73.7185188293457,0.5537499785423279,0.5585933923721313,0.5322795510292053,0.5584112405776978,0.5042665004730225,73.48180694580078,0.5249999761581421,0.8825000524520874,0.6750581860542297,1.0,0.48321980237960815,2.5e-06
4,73.33186042785644,0.5162500143051147,0.5144833922386169,0.5253921151161194,0.5893719792366028,0.4681284427642822,73.06819458007813,0.550000011920929,0.9162499904632568,0.6859672665596008,1.0,0.48568329215049744,2.5e-06
5,72.91563217163086,0.518750011920929,0.5338728427886963,0.4981478452682495,0.5648854970932007,0.4724079966545105,72.65880584716797,0.7749999761581421,0.9512500166893005,0.8230525255203247,1.0,0.5002237558364868,2.5e-06
6,72.50049133300782,0.5262500047683716,0.5408658981323242,0.505210816860199,0.5660848021507263,0.491123765707016,72.2517822265625,0.824999988079071,0.9637500047683716,0.8544443845748901,0.949999988079071,0.5049774050712585,2.5e-06
7,72.09419158935548,0.5487499833106995,0.5554406046867371,0.5262402296066284,0.5788177251815796,0.4887280762195587,71.84710388183593,0.8500000238418579,0.9550000429153442,0.8695958852767944,0.949999988079071,0.5063925981521606,2.5e-06
8,71.6949740600586,0.518750011920929,0.5464165806770325,0.5016143918037415,0.5569620132446289,0.4934249520301819,71.44423370361328,0.8500000238418579,0.9612500667572021,0.8695958852767944,0.949999988079071,0.5081251859664917,2.5e-06
9,71.29056945800781,0.5350000262260437,0.5537102222442627,0.47566384077072144,0.48600509762763977,0.5200320482254028,71.04286346435546,0.875,0.9512499570846558,0.8910244703292847,0.949999988079071,0.513237714767456,2.5e-06
10,70.87020751953125,0.5600000023841858,0.598524272441864,0.5389719605445862,0.578163743019104,0.5223729610443115,70.64237060546876,0.875,0.9462500214576721,0.8910244703292847,0.949999988079071,0.515393853187561,2.5e-06
11,70.45932907104492,0.6187499761581421,0.6375732421875,0.6118647456169128,0.6370192170143127,0.5285669565200806,70.24169006347657,0.8500000238418579,0.9474999904632568,0.8695958852767944,0.949999988079071,0.5165456533432007,2.5e-06
12,70.05249305725097,0.6324999928474426,0.6697729825973511,0.5959010720252991,0.6080402135848999,0.5448194742202759,69.84013671875,0.8500000238418579,0.9562499523162842,0.863246738910675,0.949999988079071,0.5202487707138062,2.5e-06
13,69.64557884216309,0.6187499761581421,0.6920326948165894,0.5902392864227295,0.6196473836898804,0.5484553575515747,69.43630981445312,0.925000011920929,0.9699999690055847,0.9246752858161926,0.949999988079071,0.5311797857284546,2.5e-06
