epoch,accuracy,auc,f1_m,loss,val_accuracy,val_auc,val_f1_m,val_loss
0,0.5607143044471741,0.6218940019607544,0.5357111692428589,31.04227147783552,0.42500001192092896,0.7211538553237915,0.2499999701976776,30.638081359863282
1,0.7928571701049805,0.8763308525085449,0.7770169973373413,30.19675897870745,0.699999988079071,0.8090659379959106,0.6822344064712524,29.829828643798827
2,0.8107143044471741,0.9032719135284424,0.8226088285446167,29.32333003452846,0.625,0.8392857313156128,0.6071428060531616,29.038598251342773
3,0.8678571581840515,0.9524393081665039,0.8678746223449707,28.40912709917341,0.675000011920929,0.8585164546966553,0.6366665959358215,28.28395004272461
4,0.8678571581840515,0.9396754503250122,0.8321294784545898,27.665110288347517,0.675000011920929,0.8598901033401489,0.6287878155708313,27.522193145751952
5,0.9035714268684387,0.9639977812767029,0.8922548294067383,26.899914223807198,0.75,0.8695055246353149,0.758901059627533,26.75906639099121
6,0.8892857432365417,0.9638110399246216,0.8863223791122437,26.214339882986888,0.824999988079071,0.8818681240081787,0.8466666340827942,26.032270431518555
7,0.8214285969734192,0.8928589820861816,0.7900885939598083,25.714282717023575,0.75,0.8406593799591064,0.7967365980148315,25.389425659179686
8,0.8535714149475098,0.9156205058097839,0.8526300191879272,25.03245620727539,0.7749999761581421,0.7829670310020447,0.8179486989974976,24.788860702514647
9,0.8928571343421936,0.9474247694015503,0.888647735118866,24.33200623648507,0.800000011920929,0.7788461446762085,0.8322343826293945,24.181890106201173
10,0.8999999761581421,0.9596695899963379,0.8936419486999512,23.69006004333496,0.7749999761581421,0.7994505167007446,0.8110222816467285,23.58512725830078
11,0.875,0.9511634111404419,0.8679448366165161,23.11306048801967,0.7749999761581421,0.8035714626312256,0.8110222816467285,23.002656555175783
12,0.8892857432365417,0.9546080827713013,0.8705462217330933,22.521998977661134,0.7749999761581421,0.8063186407089233,0.8110222816467285,22.432840728759764
13,0.9214285612106323,0.9657073020935059,0.8737497925758362,21.93409996032715,0.7749999761581421,0.8255494832992554,0.8110222816467285,21.857658004760744
14,0.9071428775787354,0.9666564464569092,0.891471803188324,21.375929750714985,0.7749999761581421,0.807692289352417,0.8110222816467285,21.361635971069337
15,0.9285714030265808,0.9746473431587219,0.9175674319267273,20.80053928920201,0.800000011920929,0.8049450516700745,0.8322343826293945,20.86977653503418
16,0.9428571462631226,0.9858412742614746,0.9416430592536926,20.24442983354841,0.7749999761581421,0.8145603537559509,0.8110222816467285,20.328905487060545
17,0.9107142686843872,0.966395378112793,0.9045536518096924,19.782588468279158,0.75,0.8241757750511169,0.7866666316986084,19.781554412841796
18,0.9392856955528259,0.9850020408630371,0.9335597157478333,19.23102171761649,0.824999988079071,0.811813235282898,0.8476190567016602,19.42847595214844
19,0.875,0.9644624590873718,0.8595671057701111,18.799498966762,0.7749999761581421,0.8461538553237915,0.8110222816467285,18.8230339050293
20,0.9285714030265808,0.9870302677154541,0.9272212386131287,18.242355237688336,0.7749999761581421,0.843406617641449,0.8110222816467285,18.34749870300293
21,0.9642857313156128,0.9921157360076904,0.9576190114021301,17.744550595964704,0.800000011920929,0.8214285373687744,0.8322343826293945,17.985330200195314
22,0.9321428537368774,0.9764900803565979,0.9118466973304749,17.3351813180106,0.800000011920929,0.8269230723381042,0.8322343826293945,17.49104118347168
23,0.949999988079071,0.9907907843589783,0.9477097392082214,16.84267136710031,0.7749999761581421,0.8475275039672852,0.8110222816467285,17.001005554199217
24,0.9214285612106323,0.9816347360610962,0.9094657301902771,16.447867693219866,0.7749999761581421,0.875,0.8110222816467285,16.544201278686522
25,0.9392856955528259,0.9816752076148987,0.9192949533462524,16.023269953046526,0.800000011920929,0.8502746820449829,0.8322343826293945,16.199644470214842
26,0.9642857313156128,0.9930098652839661,0.9653844833374023,15.536821283612932,0.7749999761581421,0.8502746820449829,0.8110222816467285,15.785866355895996
27,0.9571428298950195,0.9932995438575745,0.9507564902305603,15.127967398507254,0.7749999761581421,0.843406617641449,0.8110222816467285,15.397537422180175
28,0.9607142806053162,0.9931345582008362,0.9592324495315552,14.731055341448103,0.800000011920929,0.8447802662849426,0.8322343826293945,14.996052551269532
29,0.9392856955528259,0.9918811321258545,0.9318488240242004,14.348607553754533,0.7749999761581421,0.8777472376823425,0.8110222816467285,14.520883941650391
30,0.949999988079071,0.9868062734603882,0.952938973903656,13.975693947928292,0.7749999761581421,0.8722527623176575,0.8110222816467285,14.179780197143554
31,0.9571428298950195,0.9924811720848083,0.9595568180084229,13.578217152186802,0.800000011920929,0.875,0.8322343826293945,13.910463333129883
32,0.9750000238418579,0.9969603419303894,0.9688064455986023,13.190521131243024,0.7749999761581421,0.8763735890388489,0.8110222816467285,13.446411514282227
33,0.9785714149475098,0.9903628826141357,0.9733209609985352,12.85067708151681,0.7749999761581421,0.8873626589775085,0.8110222816467285,13.090814781188964
34,0.9678571224212646,0.9952293634414673,0.9717580676078796,12.493649973188127,0.824999988079071,0.8832417726516724,0.8476190567016602,12.833710861206054
