epoch,accuracy,auc_2,f1_m,loss,recall_2,specificity,val_accuracy,val_auc_2,val_f1_m,val_loss,val_recall_2,val_specificity
0,0.47999998927116394,0.485161691904068,0.5484111309051514,74.4293463897705,0.6774193644523621,0.4229879081249237,0.6499999761581421,0.8571428656578064,0.761025607585907,74.09524536132812,1.0,0.44517388939857483
1,0.5274999737739563,0.5276309251785278,0.5569743514060974,73.9846134185791,0.6633663177490234,0.457197904586792,0.6499999761581421,0.8791208267211914,0.761025607585907,73.68424682617187,1.0,0.45651835203170776
2,0.5337499976158142,0.5493791103363037,0.5416445136070251,73.56625221252442,0.6428571343421936,0.4769760072231293,0.6499999761581421,0.8969780206680298,0.761025607585907,73.27672882080078,1.0,0.4690174162387848
3,0.5162500143051147,0.5152222514152527,0.5291591882705688,73.18774208068848,0.5979899764060974,0.47065696120262146,0.6499999761581421,0.8736264109611511,0.761025607585907,72.8718994140625,1.0,0.4754977822303772
4,0.518750011920929,0.5289134979248047,0.5107128024101257,72.76031906127929,0.5747422575950623,0.4877285063266754,0.675000011920929,0.901098906993866,0.7738461494445801,72.47049407958984,1.0,0.4839456081390381
5,0.53125,0.5474185943603516,0.5417009592056274,72.34398780822754,0.5833333134651184,0.4826832115650177,0.675000011920929,0.9217032790184021,0.7738461494445801,72.06479949951172,1.0,0.48051270842552185
6,0.5387499928474426,0.5553023815155029,0.5340316295623779,71.93974426269531,0.6147757172584534,0.48227035999298096,0.800000011920929,0.8887362480163574,0.8342856168746948,71.67342376708984,1.0,0.49630117416381836
7,0.5899999737739563,0.5903132557868958,0.5948535203933716,71.51880409240722,0.6418269276618958,0.5017275214195251,0.7749999761581421,0.8873626589775085,0.8214651942253113,71.26971282958985,1.0,0.49253588914871216
8,0.5212500095367432,0.5436693429946899,0.4992080628871918,71.14668968200684,0.5443037748336792,0.5062540173530579,0.75,0.9024724960327148,0.7976889610290527,70.87407989501953,0.9230769276618958,0.5008339881896973
9,0.5849999785423279,0.5996086001396179,0.5788037776947021,70.71650527954101,0.6289926171302795,0.515103816986084,0.75,0.9162087440490723,0.7989010810852051,70.47137145996093,0.9230769276618958,0.49905696511268616
10,0.6050000190734863,0.6438643932342529,0.5913650989532471,70.29727363586426,0.6426799297332764,0.5301196575164795,0.75,0.9079670310020447,0.7989010810852051,70.07478637695313,0.9230769276618958,0.5026676058769226
11,0.574999988079071,0.6184122562408447,0.5702264904975891,69.92428077697754,0.6329113841056824,0.5185645222663879,0.7749999761581421,0.8942307233810425,0.8076189756393433,69.68257751464844,0.8846153616905212,0.5141413807868958
12,0.5899999737739563,0.6242811679840088,0.5919411182403564,69.52641555786133,0.646039605140686,0.5255170464515686,0.7749999761581421,0.8942307233810425,0.8121212124824524,69.28872985839844,0.8846153616905212,0.523053765296936
13,0.6462500095367432,0.6796984076499939,0.6271898746490479,69.10527732849121,0.6940873861312866,0.5448505282402039,0.824999988079071,0.8997253179550171,0.8418181538581848,68.8981430053711,0.8846153616905212,0.5380595922470093
14,0.6499999761581421,0.7038772106170654,0.6304198503494263,68.70507011413574,0.6359223127365112,0.5862439870834351,0.800000011920929,0.9038461446762085,0.8272727131843567,68.49743957519532,0.8846153616905212,0.5368215441703796
15,0.6499999761581421,0.711702287197113,0.6281155943870544,68.31268196105957,0.6584766507148743,0.571839451789856,0.7749999761581421,0.9052197337150574,0.8082250356674194,68.10070037841797,0.8846153616905212,0.5411220788955688
16,0.6600000262260437,0.7310643196105957,0.6268194317817688,67.91484741210938,0.668367326259613,0.5834940075874329,0.800000011920929,0.9093406796455383,0.8272727131843567,67.70852355957031,0.8846153616905212,0.553642213344574
17,0.7074999809265137,0.7818800806999207,0.6861052513122559,67.4950927734375,0.7002456784248352,0.6274166107177734,0.800000011920929,0.9271978139877319,0.8272727131843567,67.30875854492187,0.8846153616905212,0.5555668473243713
18,0.7087500095367432,0.7934273481369019,0.6889492273330688,67.10517524719238,0.7002456784248352,0.6158580183982849,0.800000011920929,0.9395604133605957,0.8272727131843567,66.91290435791015,0.8846153616905212,0.5704493522644043
