epoch,final_activation_mask1_accuracy,final_activation_mask1_loss,final_activation_mask2_accuracy,final_activation_mask2_loss,loss,score_accuracy,score_auc_1,score_f1_m,score_loss,val_final_activation_mask1_accuracy,val_final_activation_mask1_loss,val_final_activation_mask2_accuracy,val_final_activation_mask2_loss,val_loss,val_score_accuracy,val_score_auc_1,val_score_f1_m,val_score_loss
10,0.9035714268684387,0.21266977488994598,0.5535714030265808,0.7008338570594788,0.39283513980252405,0.9107142686843872,0.966702401638031,0.9024572372436523,0.23780760169029236,0.6499999761581421,0.8391302227973938,0.6499999761581421,0.6475228071212769,0.859125554561615,0.6499999761581421,0.5851648449897766,0.761025607585907,0.6481575965881348
11,0.9428571462631226,0.20753885805606842,0.5178571343421936,0.7085877060890198,0.3644887523991721,0.925000011920929,0.9695408344268799,0.8926877379417419,0.21337370574474335,0.6499999761581421,0.9848875999450684,0.6499999761581421,0.6490996479988098,0.8616519927978515,0.6499999761581421,0.5714285373687744,0.761025607585907,0.6416243314743042
12,0.9428571462631226,0.1725325733423233,0.4821428656578064,0.7167626023292542,0.3203687855175563,0.925000011920929,0.9809654951095581,0.9109870791435242,0.1765989363193512,0.6499999761581421,1.0244073867797852,0.6499999761581421,0.6579285860061646,0.8836377620697021,0.6499999761581421,0.6195054650306702,0.761025607585907,0.6623610258102417
13,0.9214285612106323,0.1790907084941864,0.46785715222358704,0.7248957753181458,0.3386478334665298,0.925000011920929,0.9751006960868835,0.9150769114494324,0.1977352350950241,0.6499999761581421,1.0272386074066162,0.6499999761581421,0.6510586142539978,0.8473159313201905,0.6499999761581421,0.7348901033401489,0.761025607585907,0.6310675740242004
14,0.9571428298950195,0.14133234322071075,0.4535714387893677,0.7023535370826721,0.2792965284415654,0.9464285969734192,0.9848438501358032,0.9466769695281982,0.14792592823505402,0.6499999761581421,0.9770552515983582,0.6499999761581421,0.6531832814216614,0.8287628173828125,0.6499999761581421,0.7719780206680298,0.761025607585907,0.6204289793968201
15,0.9464285969734192,0.20027972757816315,0.5142857432365417,0.6951979398727417,0.29559447722775595,0.9464285969734192,0.9812051057815552,0.9506118893623352,0.16266807913780212,0.6499999761581421,1.0763280391693115,0.6499999761581421,0.6848523616790771,0.8181203126907348,0.6499999761581421,0.8049449920654297,0.761025607585907,0.6005086898803711
16,0.9464285969734192,0.15773534774780273,0.5,0.7180143594741821,0.29898570222514015,0.9357143044471741,0.9816062450408936,0.9215749502182007,0.17126601934432983,0.6499999761581421,1.0159099102020264,0.6499999761581421,0.6813567876815796,0.752942967414856,0.6499999761581421,0.9326923489570618,0.761025607585907,0.5443958044052124
17,0.9464285969734192,0.10898669064044952,0.5249999761581421,0.7096400856971741,0.2329571634531021,0.9571428298950195,0.9888826608657837,0.9482870101928711,0.11314915865659714,0.6499999761581421,1.0071637630462646,0.6499999761581421,0.6649731397628784,0.7451051771640778,0.675000011920929,0.9368131160736084,0.7743589282035828,0.5412632822990417
18,0.9678571224212646,0.13014362752437592,0.4928571283817291,0.7087273001670837,0.24267533059631075,0.9571428298950195,0.985764741897583,0.9627870917320251,0.12309233844280243,0.675000011920929,0.9794571995735168,0.6499999761581421,0.6665264368057251,0.8840142279863358,0.699999988079071,0.936813235282898,0.7876922488212585,0.685269832611084
19,0.9642857313156128,0.11091364175081253,0.47857141494750977,0.705585777759552,0.2040096144591059,0.9678571224212646,0.9963684678077698,0.9435738921165466,0.08981839567422867,0.699999988079071,0.947087287902832,0.3499999940395355,0.7047101259231567,0.7052133500576019,0.75,0.9189560413360596,0.8133333325386047,0.5081129670143127
20,0.9678571224212646,0.1002921387553215,0.48571428656578064,0.7018320560455322,0.20473492784159525,0.9607142806053162,0.9916837215423584,0.950453519821167,0.09312952309846878,0.75,0.7193586230278015,0.6499999761581421,0.6588822603225708,0.6672104954719543,0.7749999761581421,0.9271978139877319,0.822222113609314,0.4990813136100769
21,0.9750000238418579,0.06343945860862732,0.5035714507102966,0.7122128009796143,0.17560049146413803,0.9714285731315613,0.9979575276374817,0.967301607131958,0.0682063102722168,0.7749999761581421,0.6297287344932556,0.6499999761581421,0.6513683199882507,0.8033339649438858,0.824999988079071,0.9546703100204468,0.8484848141670227,0.6457144021987915
22,0.9857142567634583,0.0636160746216774,0.4892857074737549,0.6980178952217102,0.17889956129448756,0.9821428656578064,0.9931464791297913,0.9806016087532043,0.07486126571893692,0.800000011920929,0.6374956965446472,0.6499999761581421,0.6549623012542725,0.8405040562152862,0.800000011920929,0.958791196346283,0.8333333134651184,0.6841115355491638
23,0.9964285492897034,0.01864529587328434,0.4928571283817291,0.7006573677062988,0.1360355034470558,0.9857142567634583,0.9991310834884644,0.9847618937492371,0.03740403801202774,0.949999988079071,0.16528239846229553,0.625,0.6616567373275757,0.33312046974897386,0.875,0.9835164546966553,0.8766666650772095,0.2243611067533493
24,0.9678571224212646,0.09509879350662231,0.4821428656578064,0.7006731033325195,0.19430991709232331,0.9642857313156128,0.9949679970741272,0.9640568494796753,0.09033173322677612,0.699999988079071,1.4201091527938843,0.3499999940395355,0.783213198184967,1.6000274658203124,0.675000011920929,0.8914834856987,0.5551947951316833,1.3565309047698975
25,0.9642857313156128,0.09779783338308334,0.5285714268684387,0.7047632932662964,0.1859055316873959,0.9642857313156128,0.995938777923584,0.9553720951080322,0.08333411812782288,0.8999999761581421,0.29483717679977417,0.6499999761581421,0.633076548576355,0.3555974006652832,0.8999999761581421,0.9684065580368042,0.8933332562446594,0.24091359972953796
26,0.9857142567634583,0.03522063046693802,0.4464285671710968,0.7076207995414734,0.1274450421333313,0.9821428656578064,0.9995144009590149,0.9828901290893555,0.03112601302564144,0.875,0.4977850019931793,0.550000011920929,0.6851567029953003,1.0830210760235786,0.7749999761581421,0.8928571343421936,0.822222113609314,0.9429522752761841
27,0.9892857074737549,0.024829087778925896,0.5107142925262451,0.6948370933532715,0.12779552681105477,0.9785714149475098,0.9994380474090576,0.9740135073661804,0.034686096012592316,0.875,0.3414721190929413,0.4000000059604645,0.7134777903556824,0.4530102849006653,0.824999988079071,0.9491757750511169,0.7997668385505676,0.32685720920562744
28,0.9892857074737549,0.043356165289878845,0.46785715222358704,0.7012277245521545,0.14814554176160266,0.9785714149475098,0.9951531291007996,0.9808698296546936,0.05371245741844177,0.875,0.46647801995277405,0.4000000059604645,0.7191620469093323,0.6911032319068908,0.875,0.9258241057395935,0.8779220581054688,0.553876519203186
29,0.9607142806053162,0.13160014152526855,0.4749999940395355,0.710351288318634,0.23969105907848903,0.949999988079071,0.9862897992134094,0.9513902068138123,0.13826590776443481,0.75,1.712956190109253,0.3499999940395355,0.7665923833847046,1.9544334322214127,0.699999988079071,0.75,0.7832478284835815,1.6908890008926392
30,0.9642857313156128,0.07805903255939484,0.5178571343421936,0.6984646320343018,0.19767816620213643,0.9607142806053162,0.9917076230049133,0.9648891091346741,0.1048126146197319,0.800000011920929,1.4595773220062256,0.4000000059604645,0.6997228860855103,1.9041273146867752,0.800000011920929,0.75,0.8347985148429871,1.6731802225112915
31,0.9964285492897034,0.02392606809735298,0.4714285731315613,0.7133868336677551,0.11264236526829856,1.0,1.0,1.0,0.023217661306262016,0.824999988079071,0.709385335445404,0.75,0.6506332755088806,0.6237503021955491,0.8500000238418579,0.9491758346557617,0.8627704381942749,0.47159212827682495
32,0.9892857074737549,0.02635340951383114,0.5,0.7052652835845947,0.10940773295504706,0.9928571581840515,0.9997941255569458,0.9937205910682678,0.020374584943056107,0.824999988079071,1.0032249689102173,0.6499999761581421,0.6848018169403076,0.8524929404258728,0.8500000238418579,0.9120879173278809,0.8627704381942749,0.668314516544342
33,0.9821428656578064,0.04336339235305786,0.5249999761581421,0.6999390721321106,0.1612786882690021,0.9714285731315613,0.9960938096046448,0.9761571884155273,0.07249119877815247,0.875,0.5911245346069336,0.6499999761581421,0.6783504486083984,0.7082861453294754,0.875,0.9546703100204468,0.8933332562446594,0.56779944896698
34,0.9785714149475098,0.05872621387243271,0.5249999761581421,0.6955257058143616,0.1373496211000851,0.9785714149475098,0.9985882639884949,0.9800364971160889,0.048581380397081375,0.75,0.691023588180542,0.6000000238418579,0.7024372816085815,0.8766456037759781,0.8500000238418579,0.8956043124198914,0.8290597796440125,0.724140465259552
35,0.9964285492897034,0.016080666333436966,0.5214285850524902,0.6980617642402649,0.1049686678818294,0.9928571581840515,0.999897837638855,0.9942280650138855,0.02045195735991001,0.875,0.5247162580490112,0.25,0.7502922415733337,0.7087853655219079,0.949999988079071,0.9148351550102234,0.9333332777023315,0.5681579113006592
36,0.9928571581840515,0.023062463849782944,0.46785715222358704,0.6984052658081055,0.09887947291135787,0.9964285492897034,0.9998979568481445,0.9968253970146179,0.013644787482917309,0.800000011920929,0.46030932664871216,0.3499999940395355,0.8797473907470703,0.49997889846563337,0.875,0.9478021860122681,0.8900699615478516,0.3530496060848236
37,0.9964285492897034,0.011245130561292171,0.5178571343421936,0.6995912790298462,0.09160395285912923,1.0,1.0,1.0,0.007882239297032356,0.8999999761581421,0.3696590065956116,0.3499999940395355,0.8258064985275269,0.5705279305577278,0.925000011920929,0.9409340620040894,0.9151514172554016,0.4386426508426666
38,1.0,0.005506324581801891,0.5071428418159485,0.6996443271636963,0.08945546277931758,0.9964285492897034,0.9999999403953552,0.997802197933197,0.006942708510905504,0.925000011920929,0.3281932473182678,0.3499999940395355,0.870610237121582,0.6415412873029709,0.8999999761581421,0.9532966613769531,0.8961038589477539,0.5099698901176453
39,0.9892857074737549,0.05202961713075638,0.4821428656578064,0.7043436765670776,0.09560787528753281,0.9964285492897034,1.0,0.997802197933197,0.008450683206319809,0.8999999761581421,0.5821612477302551,0.6499999761581421,0.6516767740249634,0.9887018591165543,0.875,0.8516483902931213,0.8818181753158569,0.8539248704910278
40,0.9928571581840515,0.022789347916841507,0.4749999940395355,0.7014895081520081,0.11508530740227019,0.9857142567634583,0.9995373487472534,0.986315906047821,0.03181534633040428,0.7749999761581421,1.59679114818573,0.625,0.6701655387878418,4.375329795479774,0.699999988079071,0.6071428656578064,0.7832478284835815,4.138490676879883
41,0.9928571581840515,0.04350488632917404,0.46071428060531616,0.7149341106414795,0.12911136746406554,0.9964285492897034,0.9957830905914307,0.9959183931350708,0.04406343027949333,0.8500000238418579,0.4516139030456543,0.625,0.6785138249397278,0.8998355984687805,0.7250000238418579,0.9464285373687744,0.7242423892021179,0.7773527503013611
42,0.9892857074737549,0.021413808688521385,0.47857141494750977,0.7006965279579163,0.09080395783696855,0.9964285492897034,0.9999999403953552,0.9968253970146179,0.008909936062991619,0.8500000238418579,0.5132983326911926,0.6499999761581421,0.6786602735519409,0.9476258009672165,0.8500000238418579,0.8859890699386597,0.8627704381942749,0.8188098073005676
43,0.9964285492897034,0.00836254097521305,0.5178571343421936,0.6919686198234558,0.09136478922196797,0.9928571581840515,0.9999486207962036,0.9873015284538269,0.011911127716302872,0.875,0.44285163283348083,0.3499999940395355,0.8142391443252563,0.8459928318858146,0.800000011920929,0.8832417130470276,0.8165656328201294,0.7110244631767273
44,0.9785714149475098,0.07575583457946777,0.5321428775787354,0.6906302571296692,0.13607465156487056,0.9857142567634583,0.9989250898361206,0.9648351669311523,0.0503818653523922,0.75,0.629855215549469,0.3499999940395355,0.716001033782959,1.2224371969699859,0.800000011920929,0.8214285373687744,0.8333333134651184,1.0794984102249146
0,0.6035714149475098,0.670125424861908,0.48571428656578064,0.7620282173156738,11.533071545192174,0.5214285850524902,0.5144860744476318,0.3503575623035431,0.86957848072052,0.6499999761581421,0.6873518824577332,0.3499999940395355,0.7227022051811218,10.384261131286621,0.550000011920929,0.5549450516700745,0.48666661977767944,0.6937584280967712
1,0.6928571462631226,0.5793852806091309,0.4749999940395355,0.7688977122306824,9.44403223310198,0.6000000238418579,0.6169720888137817,0.4096660315990448,0.6689344048500061,0.6499999761581421,0.6571478843688965,0.3499999940395355,0.7266895174980164,8.569720458984374,0.5,0.5590659379959106,0.5648051500320435,0.6881022453308105
2,0.7285714149475098,0.5344130992889404,0.4749999940395355,0.7249435782432556,7.695069762638637,0.6714285612106323,0.7401566505432129,0.7053112387657166,0.6022246479988098,0.6499999761581421,0.6541507244110107,0.3499999940395355,0.7020302414894104,7.04338846206665,0.6499999761581421,0.5659340620040894,0.761025607585907,0.6577563285827637
3,0.8107143044471741,0.4342065453529358,0.5142857432365417,0.7345568537712097,6.2678569793701175,0.7250000238418579,0.8067669868469238,0.7015271186828613,0.5254073739051819,0.6499999761581421,0.6915246248245239,0.6499999761581421,0.6722215414047241,5.889412689208984,0.6499999761581421,0.5920329689979553,0.761025607585907,0.6592808961868286
4,0.8178571462631226,0.4264029264450073,0.5107142925262451,0.7385298609733582,5.248538385118757,0.7392857074737549,0.8097681403160095,0.7204020619392395,0.5423915982246399,0.6499999761581421,0.7577165961265564,0.6499999761581421,0.6640273332595825,5.069791412353515,0.3499999940395355,0.6181318759918213,0.0,0.7378829121589661
5,0.8428571224212646,0.3984415829181671,0.4749999940395355,0.737474262714386,4.294848346710205,0.8321428298950195,0.8938930034637451,0.8081281185150146,0.4082120656967163,0.6499999761581421,0.8124005198478699,0.6499999761581421,0.6584471464157104,4.3523688316345215,0.3499999940395355,0.5851647853851318,0.0,0.7196651697158813
6,0.8999999761581421,0.27510857582092285,0.4821428656578064,0.7272503972053528,3.5581018107278006,0.8464285731315613,0.9257046580314636,0.8380128145217896,0.34786492586135864,0.6499999761581421,0.8320554494857788,0.6499999761581421,0.6709440350532532,3.7641736030578614,0.6499999761581421,0.5686812996864319,0.761025607585907,0.6800626516342163
7,0.9107142686843872,0.16972097754478455,0.5035714507102966,0.7017712593078613,2.865386642728533,0.9285714030265808,0.9766789674758911,0.9289444088935852,0.19085927307605743,0.6499999761581421,0.8873580694198608,0.6499999761581421,0.669700026512146,3.3820141792297362,0.3499999940395355,0.5686813592910767,0.0,0.7182472944259644
8,0.9071428775787354,0.30647096037864685,0.5142857432365417,0.7195014357566833,2.6011252198900494,0.9142857193946838,0.9544780254364014,0.8966594934463501,0.27844104170799255,0.6499999761581421,0.8648176193237305,0.6499999761581421,0.6509830951690674,2.9412474632263184,0.6499999761581421,0.5824176073074341,0.761025607585907,0.6486340165138245
9,0.9321428537368774,0.22406864166259766,0.5392857193946838,0.710170328617096,2.238766019684928,0.9178571701049805,0.9570895433425903,0.8955163359642029,0.25872302055358887,0.6499999761581421,0.902812123298645,0.6499999761581421,0.6474539041519165,2.7085516929626463,0.625,0.6208791136741638,0.7078787088394165,0.684483528137207
10,0.9285714030265808,0.193511962890625,0.48571428656578064,0.7038624286651611,1.9336969035012381,0.9178571701049805,0.9749680161476135,0.907946765422821,0.2198113650083542,0.6499999761581421,0.9420928955078125,0.6499999761581421,0.6479471921920776,2.4643266677856444,0.6499999761581421,0.5824175477027893,0.761025607585907,0.6492566466331482
11,0.9107142686843872,0.26227980852127075,0.4821428656578064,0.7162046432495117,1.8341964312962122,0.8892857432365417,0.9441043138504028,0.8788449168205261,0.2990177571773529,0.6499999761581421,1.0024505853652954,0.6499999761581421,0.6587064862251282,2.2902679443359375,0.6499999761581421,0.6263736486434937,0.761025607585907,0.6474601030349731
12,0.9285714030265808,0.17915625870227814,0.5071428418159485,0.7092828750610352,1.5254974365234375,0.9285714030265808,0.9811078310012817,0.8813914060592651,0.1889016032218933,0.6499999761581421,0.943756103515625,0.6499999761581421,0.6820130348205566,2.1413724422454834,0.6499999761581421,0.730769157409668,0.761025607585907,0.6536588668823242
13,0.9142857193946838,0.24258455634117126,0.43214285373687744,0.7275867462158203,1.474009040423802,0.9178571701049805,0.9578377604484558,0.9062252044677734,0.25106868147850037,0.6499999761581421,0.9751954078674316,0.3499999940395355,0.7024627923965454,2.074895906448364,0.6499999761581421,0.6002746820449829,0.761025607585907,0.7062641382217407
14,0.9571428298950195,0.09839647263288498,0.5249999761581421,0.6966999769210815,1.1695670025689262,0.9571428298950195,0.9932739734649658,0.9515766501426697,0.11474398523569107,0.6499999761581421,0.9901248812675476,0.6499999761581421,0.6590098142623901,2.1715559482574465,0.6499999761581421,0.6593406200408936,0.761025607585907,0.9105578660964966
15,0.9642857313156128,0.09778730571269989,0.4749999940395355,0.7081067562103271,1.0938488023621695,0.9464285969734192,0.9879280924797058,0.9450525641441345,0.13361264765262604,0.6499999761581421,1.1064252853393555,0.6499999761581421,0.6573728322982788,2.379147934913635,0.6499999761581421,0.6456044316291809,0.761025607585907,1.178457498550415
16,0.9607142806053162,0.139495849609375,0.4714285731315613,0.7096365094184875,1.0233266915593828,0.9428571462631226,0.9883649945259094,0.9211090207099915,0.1367768496274948,0.6499999761581421,1.1420891284942627,0.6499999761581421,0.6800857782363892,1.9788695096969604,0.6499999761581421,0.6964285373687744,0.761025607585907,0.8386282920837402
17,0.9714285731315613,0.07940613478422165,0.5107142925262451,0.6992956399917603,0.9173355766705105,0.9607142806053162,0.990659236907959,0.9608156681060791,0.12241236865520477,0.6499999761581421,1.263332724571228,0.6499999761581421,0.6585568189620972,2.209674060344696,0.675000011920929,0.8722527623176575,0.7743589282035828,1.1062030792236328
18,0.9785714149475098,0.06470760703086853,0.4642857015132904,0.7369493246078491,0.8475657156535558,0.9535714387893677,0.9932630062103271,0.952774703502655,0.10979237407445908,0.6499999761581421,1.1358274221420288,0.3499999940395355,0.7674080729484558,1.728005599975586,0.7749999761581421,0.9244505167007446,0.822222113609314,0.6867271065711975
19,0.9571428298950195,0.12437646090984344,0.4892857074737549,0.7066581845283508,0.8137395228658404,0.949999988079071,0.9904671907424927,0.9450212717056274,0.12022348493337631,0.875,0.3318973779678345,0.3499999940395355,0.7773993611335754,1.373817801475525,0.699999988079071,0.9903846383094788,0.6888888478279114,0.6255236864089966
20,0.9464285969734192,0.16878573596477509,0.5178571343421936,0.7021243572235107,0.817282211780548,0.9392856955528259,0.9804837107658386,0.9327313899993896,0.1658027470111847,0.824999988079071,0.3588772118091583,0.3499999940395355,0.7649281620979309,1.3075172662734986,0.75,0.964285671710968,0.7375179529190063,0.6015986204147339
21,0.9714285731315613,0.12890909612178802,0.49642857909202576,0.7051937580108643,0.738018422467368,0.9607142806053162,0.987208902835846,0.9388497471809387,0.13622808456420898,0.75,0.7346412539482117,0.3499999940395355,0.7303406000137329,1.1859928250312806,0.800000011920929,0.9134615063667297,0.8331001400947571,0.4150879979133606
22,0.9857142567634583,0.07436265796422958,0.4892857074737549,0.6964514851570129,0.6427604487964085,0.9714285731315613,0.9927249550819397,0.9667448997497559,0.09641903638839722,0.75,0.7927810549736023,0.6499999761581421,0.664516031742096,1.6450831770896912,0.6499999761581421,0.740384578704834,0.7167365550994873,0.9070285558700562
23,0.9964285492897034,0.01531230378895998,0.49642857909202576,0.7044625282287598,0.538149619102478,0.9857142567634583,0.9993358850479126,0.9878788590431213,0.035346727818250656,0.75,0.9844323992729187,0.7250000238418579,0.6572002172470093,1.9994516372680664,0.7250000238418579,0.8392857313156128,0.8005127906799316,1.2353768348693848
24,0.9750000238418579,0.06226307898759842,0.5285714268684387,0.7004875540733337,0.5607574888638087,0.9750000238418579,0.9960711598396301,0.9441145658493042,0.0749407485127449,0.800000011920929,0.6919543743133545,0.7749999761581421,0.6462017297744751,1.0084000945091247,0.925000011920929,0.916208803653717,0.9142856597900391,0.3641819357872009
25,0.9750000238418579,0.0626884177327156,0.5571428537368774,0.7011194229125977,0.5647961829389845,0.9535714387893677,0.9915536046028137,0.9381735920906067,0.10560548305511475,0.925000011920929,0.19541022181510925,0.4749999940395355,0.7181941270828247,0.9848744869232178,0.75,0.9725274443626404,0.7385281324386597,0.49336546659469604
26,0.9714285731315613,0.05829182267189026,0.49642857909202576,0.7012065649032593,0.5147265374660492,0.9714285731315613,0.9965497851371765,0.9680148363113403,0.07820699363946915,0.925000011920929,0.21019503474235535,0.44999998807907104,0.7015409469604492,0.6883431792259216,0.949999988079071,0.9670329689979553,0.9377776980400085,0.2140001356601715
27,0.9928571581840515,0.01968448981642723,0.5464285612106323,0.6924905776977539,0.4286777206829616,0.9892857074737549,0.9998462796211243,0.9922077655792236,0.024237919598817825,0.824999988079071,0.6883332133293152,0.3499999940395355,0.7798624038696289,1.333044695854187,0.824999988079071,0.9148352146148682,0.8484848141670227,0.7112096548080444
28,0.9821428656578064,0.047330327332019806,0.46071428060531616,0.704900324344635,0.46617754186902727,0.9714285731315613,0.9973179697990417,0.9480969905853271,0.06868479400873184,0.875,0.3220128118991852,0.6499999761581421,0.6795848608016968,0.6551560521125793,0.8999999761581421,0.9725275039672852,0.9046154022216797,0.19069895148277283
29,0.9964285492897034,0.015255038626492023,0.5357142686843872,0.6946257948875427,0.40214762261935644,0.9857142567634583,0.9995368123054504,0.9859163761138916,0.032731227576732635,0.800000011920929,1.131133794784546,0.6499999761581421,0.7029224634170532,2.1222424864768983,0.7749999761581421,0.759615421295166,0.8205127716064453,1.4233886003494263
30,1.0,0.0041043637320399284,0.5357142686843872,0.6957821249961853,0.36352617740631105,0.9964285492897034,1.0,0.9968253970146179,0.011593121103942394,0.800000011920929,1.0057153701782227,0.6499999761581421,0.6471434235572815,1.6795562386512757,0.7749999761581421,0.7692307233810425,0.8179486989974976,1.0479758977890015
31,1.0,0.005956042092293501,0.46785715222358704,0.7135085463523865,0.35361345665795463,1.0,0.9999999403953552,1.0,0.007092938292771578,0.800000011920929,0.957841694355011,0.4749999940395355,0.7042984366416931,1.5648132026195527,0.75,0.8296703100204468,0.800000011920929,0.9413025975227356
32,0.9892857074737549,0.0249781496822834,0.4928571283817291,0.7049346566200256,0.3637935519218445,0.9892857074737549,0.9995907545089722,0.9852813482284546,0.025533758103847504,0.8500000238418579,0.27914902567863464,0.6499999761581421,0.6842756867408752,0.6023769080638885,0.949999988079071,0.9821429252624512,0.9377776980400085,0.1997855305671692
33,0.9750000238418579,0.13468271493911743,0.5142857432365417,0.6926449537277222,0.4409033622060503,0.9785714149475098,0.9956194758415222,0.9823827743530273,0.0863926038146019,0.7749999761581421,0.6369639039039612,0.6499999761581421,0.7197492122650146,1.069022497534752,0.7749999761581421,0.9450549483299255,0.8245531916618347,0.5654081702232361
34,0.9821428656578064,0.052822258323431015,0.4535714387893677,0.7251633405685425,0.39613054820469445,0.9785714149475098,0.9981113076210022,0.9695935845375061,0.06730115413665771,0.800000011920929,0.6804983615875244,0.550000011920929,0.6825718283653259,1.147240263223648,0.8500000238418579,0.9024724364280701,0.8544443845748901,0.642593264579773
35,0.9928571581840515,0.02692999131977558,0.46071428060531616,0.7028323411941528,0.34959851843970163,0.9821428656578064,0.9989285469055176,0.9817268252372742,0.03973342478275299,0.8500000238418579,0.3456123471260071,0.3499999940395355,0.7544034719467163,0.7572221398353577,0.925000011920929,0.9629120826721191,0.9151514768600464,0.3413422703742981
36,0.9821428656578064,0.027660492807626724,0.4714285731315613,0.7028367519378662,0.35180036084992544,0.9821428656578064,0.998566746711731,0.9756008982658386,0.05007190257310867,0.8500000238418579,0.9630096554756165,0.3499999940395355,1.074092149734497,2.080091488361359,0.800000011920929,0.7774724960327148,0.8347985148429871,1.3882629871368408
37,0.9821428656578064,0.08063975721597672,0.5321428775787354,0.6991494297981262,0.4609961118016924,0.949999988079071,0.9817022681236267,0.9381858706474304,0.15285713970661163,0.824999988079071,0.5708978772163391,0.6499999761581421,0.6327587366104126,1.0459249317646027,0.800000011920929,0.9299450516700745,0.8373737335205078,0.611944317817688
38,0.9857142567634583,0.035164155066013336,0.5214285850524902,0.6974710822105408,0.35038791298866273,0.9821428656578064,0.9991830587387085,0.9539926648139954,0.057163286954164505,0.875,0.42323198914527893,0.6499999761581421,0.6192644238471985,0.7202628374099731,0.8500000238418579,0.9313186407089233,0.8497669100761414,0.33468684554100037
39,0.9892857074737549,0.03600992262363434,0.47857141494750977,0.7056074142456055,0.32501407521111625,0.9857142567634583,0.9995141625404358,0.9844319820404053,0.033167410641908646,0.800000011920929,0.7300782203674316,0.6499999761581421,0.6162340044975281,1.0465969622135163,0.7749999761581421,0.8681318759918213,0.8076189756393433,0.5779847502708435
40,0.9785714149475098,0.06315433979034424,0.4892857074737549,0.6962506175041199,0.34642716475895474,0.9785714149475098,0.9984183311462402,0.968616783618927,0.05843323841691017,0.925000011920929,0.31463634967803955,0.625,0.6316694021224976,0.6822408020496369,0.8999999761581421,0.9368131756782532,0.898901104927063,0.3408231735229492
