epoch,accuracy,auc_3,f1_m,loss,val_accuracy,val_auc_3,val_f1_m,val_loss
0,0.5392857193946838,0.5238744020462036,0.6840910315513611,31.664708764212474,0.4000000059604645,0.68359375,0.5296036601066589,31.694472122192384
1,0.47857141494750977,0.4849737286567688,0.6022740602493286,31.680767168317523,0.4000000059604645,0.66796875,0.5296036601066589,31.67603988647461
2,0.4749999940395355,0.48831573128700256,0.6121689081192017,31.66493399483817,0.4000000059604645,0.67578125,0.5296036601066589,31.658239364624023
3,0.48571428656578064,0.4719387888908386,0.5986344218254089,31.65402799333845,0.4000000059604645,0.6875,0.5296036601066589,31.641040802001953
4,0.4749999940395355,0.5260903835296631,0.568367600440979,31.64039203098842,0.4000000059604645,0.6888021230697632,0.5296036601066589,31.621439743041993
5,0.5035714507102966,0.5040818452835083,0.6015379428863525,31.61520298549107,0.4000000059604645,0.6861979365348816,0.5296036601066589,31.605968856811522
6,0.49642857909202576,0.49190664291381836,0.5779932141304016,31.595443071637835,0.4000000059604645,0.6796875,0.5296036601066589,31.59215393066406
7,0.4928571283817291,0.49969229102134705,0.5658247470855713,31.59374749319894,0.4000000059604645,0.6666666865348816,0.5296036601066589,31.575417709350585
8,0.5214285850524902,0.5581651926040649,0.6093868613243103,31.542713982718332,0.4000000059604645,0.6953125,0.5296036601066589,31.563008499145507
9,0.5357142686843872,0.5548326969146729,0.6127986907958984,31.54355479649135,0.4000000059604645,0.6770833730697632,0.5296036601066589,31.548873138427734
10,0.5071428418159485,0.5156633853912354,0.5766522288322449,31.537260001046317,0.4000000059604645,0.66796875,0.5296036601066589,31.53599624633789
11,0.4714285731315613,0.49682360887527466,0.544011652469635,31.54221507481166,0.4000000059604645,0.6549479365348816,0.5296036601066589,31.520891189575195
12,0.4535714387893677,0.43969079852104187,0.5024573802947998,31.547658920288086,0.4000000059604645,0.65625,0.5296036601066589,31.50707015991211
13,0.5035714507102966,0.5168375968933105,0.5655277967453003,31.5127927507673,0.4000000059604645,0.66796875,0.5296036601066589,31.492974853515626
14,0.48571428656578064,0.5030126571655273,0.5136828422546387,31.503282329014368,0.4000000059604645,0.6692708134651184,0.5296036601066589,31.480345916748046
15,0.5214285850524902,0.5201796293258667,0.5180004239082336,31.483381707327705,0.4000000059604645,0.6731771230697632,0.5296036601066589,31.468282318115236
16,0.4571428596973419,0.42202818393707275,0.4703998565673828,31.50793925694057,0.4000000059604645,0.65234375,0.5296036601066589,31.45591468811035
17,0.4535714387893677,0.4525923430919647,0.472634494304657,31.48315876552037,0.4000000059604645,0.6666666269302368,0.5296036601066589,31.443977737426756
18,0.49642857909202576,0.47497957944869995,0.509506344795227,31.460449491228378,0.42500001192092896,0.6783853769302368,0.54051274061203,31.431972122192384
19,0.5071428418159485,0.5063167810440063,0.5251938700675964,31.434166390555244,0.42500001192092896,0.6705728769302368,0.54051274061203,31.420928955078125
20,0.5071428418159485,0.5018124580383301,0.5488207936286926,31.421607753208704,0.4000000059604645,0.6354166269302368,0.5296036601066589,31.41106834411621
21,0.49642857909202576,0.5157948732376099,0.5104514956474304,31.416902542114258,0.44999998807907104,0.6328125,0.54051274061203,31.397270965576173
22,0.49642857909202576,0.49969160556793213,0.46932175755500793,31.4112247467041,0.42500001192092896,0.6484375,0.5162703394889832,31.383792877197266
23,0.4821428656578064,0.485150009393692,0.47064104676246643,31.405742699759347,0.42500001192092896,0.6484375,0.5162703394889832,31.37218017578125
24,0.4892857074737549,0.46625998616218567,0.45941057801246643,31.397328567504882,0.4749999940395355,0.6263021230697632,0.5290908813476562,31.359969711303712
25,0.4714285731315613,0.4743203818798065,0.43772420287132263,31.383075768607004,0.44999998807907104,0.5963541865348816,0.47999995946884155,31.34584617614746
26,0.4749999940395355,0.4593806564807892,0.4956916272640228,31.37526043483189,0.4749999940395355,0.62890625,0.5290908813476562,31.336169052124024
27,0.48571428656578064,0.5005384683609009,0.501037061214447,31.353049196515766,0.44999998807907104,0.5768228769302368,0.5290908813476562,31.32610511779785
28,0.5107142925262451,0.5109201669692993,0.5134673714637756,31.33466649736677,0.42500001192092896,0.6015625,0.5162703394889832,31.31513557434082
29,0.5035714507102966,0.48331546783447266,0.5006905794143677,31.33560594831194,0.42500001192092896,0.60546875,0.5162703394889832,31.304157638549803
30,0.5285714268684387,0.5251020193099976,0.5484538674354553,31.310941914149694,0.44999998807907104,0.5950520634651184,0.5290908813476562,31.292439270019532
31,0.5464285612106323,0.5588535666465759,0.5470209717750549,31.279715292794364,0.44999998807907104,0.5677083134651184,0.5290908813476562,31.280749130249024
32,0.5464285612106323,0.5341141223907471,0.5360761284828186,31.28371740068708,0.44999998807907104,0.5833333730697632,0.5290908813476562,31.26930809020996
33,0.4892857074737549,0.48778170347213745,0.4564996361732483,31.29257458278111,0.42500001192092896,0.6002603769302368,0.5,31.256246948242186
34,0.5214285850524902,0.5301414132118225,0.5063111186027527,31.25715936933245,0.44999998807907104,0.6341145634651184,0.5290908813476562,31.24537124633789
35,0.5107142925262451,0.49696290493011475,0.4988456070423126,31.26520276750837,0.44999998807907104,0.6236979365348816,0.5290908813476562,31.23445053100586
36,0.46785715222358704,0.4421258270740509,0.4635394513607025,31.27552397591727,0.4749999940395355,0.6080729365348816,0.5133333206176758,31.221193695068358
37,0.4749999940395355,0.5058865547180176,0.4594269394874573,31.232879420689173,0.44999998807907104,0.6067708730697632,0.5290908813476562,31.211584854125977
38,0.5178571343421936,0.5258209705352783,0.508466362953186,31.21690902709961,0.4749999940395355,0.6041666269302368,0.5133333206176758,31.198513412475585
39,0.48571428656578064,0.4824475646018982,0.477399617433548,31.218303298950197,0.42500001192092896,0.60546875,0.5,31.188595962524413
40,0.5142857432365417,0.5237002372741699,0.4870748221874237,31.193212890625,0.42500001192092896,0.6184896230697632,0.5,31.177061080932617
41,0.5214285850524902,0.5275381803512573,0.5296845436096191,31.181989397321427,0.42500001192092896,0.6119791865348816,0.5,31.165420532226562
42,0.5,0.504725456237793,0.48827046155929565,31.1808897290911,0.42500001192092896,0.6276041269302368,0.5,31.154505920410156
43,0.48571428656578064,0.4803209900856018,0.4883817434310913,31.174298640659877,0.4000000059604645,0.65625,0.4871794581413269,31.14363250732422
44,0.5428571701049805,0.528827965259552,0.5093442797660828,31.150430842808316,0.42500001192092896,0.625,0.5,31.131939315795897
0,0.48571428656578064,0.4721040725708008,0.4225232005119324,31.150265884399413,0.42500001192092896,0.6549479365348816,0.5,31.11936683654785
1,0.44999998807907104,0.4454084634780884,0.37498244643211365,31.15045405796596,0.44999998807907104,0.6341146230697632,0.5,31.10693817138672
2,0.5285714268684387,0.5517373085021973,0.49898576736450195,31.106744820731027,0.4749999940395355,0.6341145634651184,0.5,31.095217895507812
3,0.5464285612106323,0.5691032409667969,0.4963812232017517,31.08584463936942,0.42500001192092896,0.6783854365348816,0.5,31.085375595092774
4,0.4749999940395355,0.4820070266723633,0.44782933592796326,31.105496324811664,0.4749999940395355,0.6236978769302368,0.5,31.073260879516603
5,0.4714285731315613,0.4758971035480499,0.48026999831199646,31.095998437064036,0.42500001192092896,0.6640625,0.5,31.062919235229494
6,0.5607143044471741,0.567233145236969,0.5255283713340759,31.055783789498467,0.42500001192092896,0.6653646230697632,0.5,31.051846313476563
7,0.5357142686843872,0.527013897895813,0.527763307094574,31.06110567365374,0.4000000059604645,0.6497396230697632,0.4871794581413269,31.041122436523438
8,0.48571428656578064,0.4770475924015045,0.46335187554359436,31.065898295811245,0.42500001192092896,0.6731771230697632,0.5,31.029023361206054
9,0.5107142925262451,0.47064393758773804,0.43502575159072876,31.056456211635044,0.4749999940395355,0.625,0.5,31.017020797729494
10,0.5107142925262451,0.4970153272151947,0.4526509940624237,31.034022903442384,0.4749999940395355,0.62109375,0.5,31.006007385253906
11,0.5392857193946838,0.5319318175315857,0.535679042339325,31.01453345162528,0.4000000059604645,0.6731770634651184,0.4890909194946289,30.99596824645996
12,0.5428571701049805,0.5680657625198364,0.5376850962638855,30.98696163722447,0.4749999940395355,0.6484375,0.5,30.983955764770506
13,0.5357142686843872,0.514751672744751,0.5223004221916199,30.994879531860352,0.44999998807907104,0.6666666865348816,0.4890909194946289,30.972984313964844
14,0.4928571283817291,0.5118451118469238,0.5358771085739136,30.97822298322405,0.4000000059604645,0.63671875,0.5053612589836121,30.963073348999025
15,0.5357142686843872,0.5366744995117188,0.4899134039878845,30.96571273803711,0.5,0.6575521230697632,0.5,30.950432586669923
16,0.5678571462631226,0.5595274567604065,0.5256607532501221,30.94641374860491,0.4749999940395355,0.6549478769302368,0.5,30.939502334594728
17,0.5428571701049805,0.5329403877258301,0.5232828259468079,30.944244493756976,0.5,0.6588541269302368,0.5,30.927949142456054
18,0.5249999761581421,0.528224766254425,0.46307769417762756,30.938691220964703,0.5,0.640625,0.5,30.916035079956053
19,0.5535714030265808,0.5682051181793213,0.5259616374969482,30.90914170401437,0.44999998807907104,0.6770833730697632,0.4871794581413269,30.906064605712892
20,0.5178571343421936,0.5227992534637451,0.523066520690918,30.91513470241002,0.5,0.6419270634651184,0.5,30.893944931030273
21,0.550000011920929,0.5546360611915588,0.5137641429901123,30.891366740635462,0.5,0.6627604365348816,0.47999995946884155,30.882008743286132
22,0.4749999940395355,0.4503421187400818,0.4208658039569855,30.9107540675572,0.5,0.67578125,0.47999995946884155,30.870322036743165
23,0.5535714030265808,0.5850083827972412,0.5367533564567566,30.854114423479352,0.5,0.6380208730697632,0.47999995946884155,30.85988426208496
24,0.5464285612106323,0.5605448484420776,0.5209431052207947,30.85639980861119,0.5,0.6588541269302368,0.47999995946884155,30.84794387817383
25,0.5571428537368774,0.5408912301063538,0.558384895324707,30.852976281302315,0.5,0.67578125,0.5,30.838713455200196
26,0.5285714268684387,0.5421785116195679,0.5419108867645264,30.840082005092075,0.4749999940395355,0.6510416269302368,0.5162703394889832,30.82826461791992
27,0.4928571283817291,0.4941595494747162,0.4925479292869568,30.844142695835657,0.44999998807907104,0.6393229365348816,0.5162703394889832,30.817876434326173
28,0.4571428596973419,0.48106974363327026,0.4301793575286865,30.835919080461775,0.5,0.6822916865348816,0.5162703394889832,30.805377197265624
29,0.47857141494750977,0.4979080557823181,0.45226341485977173,30.819539969308035,0.4749999940395355,0.6510416269302368,0.4688888490200043,30.793813705444336
30,0.47857141494750977,0.4601365327835083,0.4241867959499359,30.82779279436384,0.5249999761581421,0.6692708134651184,0.492121160030365,30.781064987182617
31,0.5107142925262451,0.520177960395813,0.5014966130256653,30.791432680402483,0.5,0.63671875,0.47999995946884155,30.770674896240234
32,0.5107142925262451,0.4888242483139038,0.4962151050567627,30.794759804861886,0.5,0.6497395634651184,0.47999995946884155,30.759297943115236
33,0.4821428656578064,0.4742968678474426,0.4078107476234436,30.786193684169223,0.550000011920929,0.66796875,0.4343433976173401,30.745424270629883
34,0.5464285612106323,0.5635350942611694,0.509274423122406,30.74139529636928,0.574999988079071,0.64453125,0.419264018535614,30.733322143554688
35,0.5642856955528259,0.5430299639701843,0.4930385649204254,30.73827830723354,0.574999988079071,0.6354166269302368,0.419264018535614,30.722117614746093
36,0.5,0.5064296126365662,0.48205429315567017,30.740249143327986,0.550000011920929,0.6731770634651184,0.4343433976173401,30.711986923217772
37,0.4749999940395355,0.4726516604423523,0.42617812752723694,30.742340196881976,0.550000011920929,0.6705728769302368,0.4343433976173401,30.701126098632812
38,0.5178571343421936,0.5263158082962036,0.5161471366882324,30.712856892177037,0.550000011920929,0.6393228769302368,0.492121160030365,30.69109344482422
39,0.5214285850524902,0.5382077693939209,0.4184415340423584,30.69802338736398,0.574999988079071,0.6393228769302368,0.5066666603088379,30.679672241210938
40,0.5357142686843872,0.5528022050857544,0.5342970490455627,30.679258673531667,0.5249999761581421,0.6783853769302368,0.492121160030365,30.66996192932129
41,0.5285714268684387,0.5240908265113831,0.47734689712524414,30.67788941519601,0.5249999761581421,0.6692708134651184,0.492121160030365,30.658250427246095
42,0.5,0.5151306390762329,0.44549164175987244,30.669697952270507,0.5249999761581421,0.6653645634651184,0.492121160030365,30.647521591186525
43,0.5249999761581421,0.5455124974250793,0.48318907618522644,30.64720208304269,0.5249999761581421,0.6692708134651184,0.492121160030365,30.636523056030274
44,0.5071428418159485,0.488977313041687,0.48632654547691345,30.657757241385323,0.5249999761581421,0.6692708730697632,0.492121160030365,30.625807189941405
0,0.5642856955528259,0.5716111063957214,0.5343207716941833,30.62143898010254,0.5249999761581421,0.6692708134651184,0.492121160030365,30.614368057250978
1,0.5071428418159485,0.538540244102478,0.4897899031639099,30.616905048915317,0.5249999761581421,0.67578125,0.492121160030365,30.603554916381835
