,loss,score_loss,mask1_loss,mask2_loss,score_auc_4,score_f1_m,score_accuracy,mask1_accuracy,mask2_accuracy,val_loss,val_score_loss,val_mask1_loss,val_mask2_loss,val_score_auc_4,val_score_f1_m,val_score_accuracy,val_mask1_accuracy,val_mask2_accuracy,lr
0,19.451869474138533,1.2141454219818115,1.9354134798049927,2.674020290374756,0.5516748428344727,0.4969853460788727,0.5535714030265808,0.5678571462631226,0.5107142925262451,51.30201873779297,0.9090837240219116,51.92253875732422,292.84771728515625,0.3681318759918213,0.4329003691673279,0.375,0.6499999761581421,0.6499999761581421,0.0005
1,15.021735709054129,0.6573790907859802,0.7959750294685364,0.7874566316604614,0.6649419069290161,0.6274203658103943,0.6071428656578064,0.6071428656578064,0.5107142925262451,13.280253028869629,0.6497857570648193,0.6476045250892639,0.6886452436447144,0.48076921701431274,0.761025607585907,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0005
2,11.872877066476004,0.6242595314979553,0.6954342722892761,0.7227599620819092,0.6782099604606628,0.5690833330154419,0.5964285731315613,0.6499999761581421,0.49642857909202576,11.5596435546875,1.6632928848266602,0.7463847398757935,0.6903629302978516,0.5,0.761025607585907,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0005
3,9.509669440133232,0.6477964520454407,0.964169979095459,0.8355661630630493,0.6863545179367065,0.38755929470062256,0.6428571343421936,0.5964285731315613,0.46071428060531616,8.889219665527344,1.066339135169983,1.0277115106582642,0.7046307325363159,0.6428570747375488,0.3166666328907013,0.44999998807907104,0.44999998807907104,0.3499999940395355,0.0005
4,7.585403456006731,0.5980452299118042,0.6649335622787476,0.7805681228637695,0.7213441729545593,0.5985095500946045,0.6607142686843872,0.6571428775787354,0.5035714507102966,6.857217597961426,0.6176869869232178,1.047896146774292,0.6971710324287415,0.7486264109611511,0.5009523630142212,0.550000011920929,0.5249999761581421,0.375,0.0005
5,6.134900733402797,0.5396913290023804,0.6168114542961121,0.7487134337425232,0.799219012260437,0.681820273399353,0.7357142567634583,0.6892856955528259,0.5321428775787354,7.214057350158692,2.1496758460998535,1.2210166454315186,0.69782954454422,0.5,0.761025607585907,0.6499999761581421,0.6499999761581421,0.3499999940395355,0.0005
6,5.094420010702951,0.5439358949661255,0.602083146572113,0.7943010926246643,0.7768841981887817,0.6560461521148682,0.6857143044471741,0.7250000238418579,0.4749999940395355,6.252427291870117,2.0972840785980225,1.2285029888153076,0.6980059146881104,0.5343406200408936,0.761025607585907,0.6499999761581421,0.6499999761581421,0.4749999940395355,0.0005
7,4.285612971442086,0.5454505085945129,0.5302749872207642,0.7738062143325806,0.8295036554336548,0.7271138429641724,0.7678571343421936,0.7678571343421936,0.5,9.479214763641357,1.3141448497772217,48.24808883666992,0.732956051826477,0.6002747416496277,0.05000000074505806,0.3499999940395355,0.6499999761581421,0.5,0.0005
8,3.6402550765446255,0.5076709985733032,0.6226562261581421,0.713631808757782,0.8134957551956177,0.7272083759307861,0.7607142925262451,0.7142857313156128,0.5035714507102966,3.8167788982391357,0.8903594017028809,1.2213451862335205,0.6926477551460266,0.5192307233810425,0.0,0.3499999940395355,0.5,0.550000011920929,0.0005
9,3.0889003889901296,0.4411848783493042,0.4763883352279663,0.766681969165802,0.8658822774887085,0.7656111121177673,0.8035714030265808,0.7821428775787354,0.5142857432365417,8.610284042358398,4.490838527679443,17.266422271728516,0.7788950800895691,0.6634615063667297,0.05000000074505806,0.375,0.6499999761581421,0.3499999940395355,0.0005
10,2.79982761655535,0.5177044868469238,0.6409904360771179,0.7633532285690308,0.8123117685317993,0.6517460346221924,0.7321428656578064,0.6892856955528259,0.550000011920929,3.413293170928955,0.9902408719062805,3.7592499256134033,0.7229179739952087,0.5247253179550171,0.19603173434734344,0.375,0.6499999761581421,0.574999988079071,0.0005
11,2.462038476126535,0.49583038687705994,0.5727872848510742,0.7049954533576965,0.823759138584137,0.6795110702514648,0.7428571581840515,0.7107142806053162,0.5464285612106323,3.167287731170654,0.9111744165420532,4.680831432342529,0.8562309145927429,0.5934065580368042,0.06666665524244308,0.375,0.6499999761581421,0.3499999940395355,0.0005
12,2.1468352113451274,0.4332621097564697,0.4817112386226654,0.7152400612831116,0.8623954057693481,0.7560643553733826,0.8071428537368774,0.7535714507102966,0.48571428656578064,2.6315549850463866,0.8268874287605286,2.54894757270813,0.6837404370307922,0.5741758346557617,0.2333333045244217,0.44999998807907104,0.625,0.574999988079071,0.0005
