epoch,accuracy,auc_1,f1_m,loss,precision,recall,val_accuracy,val_auc_1,val_f1_m,val_loss,val_precision,val_recall
49,0.6785714030265808,0.7839685678482056,0.6311439871788025,68.01061662946428,0.6595744490623474,0.6359493732452393,0.875,0.9544270634651184,0.7555555105209351,67.94894561767578,1.0,0.563747227191925
50,0.7428571581840515,0.8452040553092957,0.7038652300834656,67.83055180140904,0.6857143044471741,0.67009037733078,0.875,0.9583333730697632,0.7555555105209351,67.8084213256836,1.0,0.5679419040679932
51,0.7250000238418579,0.8209961652755737,0.7110018730163574,67.71759011404855,0.7586206793785095,0.6664584875106812,0.875,0.9622395634651184,0.7555555105209351,67.66995544433594,1.0,0.5687688589096069
52,0.7464285492897034,0.8148894906044006,0.6864356398582458,67.58328421456473,0.6934306621551514,0.6750087141990662,0.875,0.9622395634651184,0.7555555105209351,67.52836456298829,1.0,0.5756908655166626
53,0.7785714268684387,0.8612633943557739,0.7777406573295593,67.4092276436942,0.7718120813369751,0.6786035895347595,0.875,0.9609375,0.7555555105209351,67.39261322021484,1.0,0.5725840926170349
54,0.7250000238418579,0.8337415456771851,0.6935076117515564,67.30630776541574,0.7028985619544983,0.6323543787002563,0.875,0.9648436903953552,0.7555555105209351,67.25149383544922,1.0,0.5791075229644775
55,0.7678571343421936,0.8723208904266357,0.7382188439369202,67.13575221470424,0.7042253613471985,0.7125664353370667,0.875,0.9700521230697632,0.7555555105209351,67.11127471923828,1.0,0.5848153829574585
56,0.7428571581840515,0.8357154130935669,0.7297722101211548,67.0291767665318,0.7153284549713135,0.6519193649291992,0.875,0.9700521230697632,0.7555555105209351,66.97329864501953,1.0,0.5868961811065674
57,0.8357142806053162,0.905947208404541,0.8180494904518127,66.83494437081474,0.7857142686843872,0.7276153564453125,0.875,0.96875,0.7555555105209351,66.83600006103515,1.0,0.5871283411979675
58,0.7892857193946838,0.8665028810501099,0.7765840291976929,66.72575356619699,0.8333333134651184,0.6764099597930908,0.875,0.9739583730697632,0.7555555105209351,66.69182739257812,1.0,0.6006735563278198
59,0.7714285850524902,0.8708862662315369,0.7606059312820435,66.5973641531808,0.7338129281997681,0.6666056513786316,0.8999999761581421,0.9752604365348816,0.7777777910232544,66.55007934570312,1.0,0.6103923916816711
60,0.8071428537368774,0.8809378147125244,0.7604369521141052,66.45752367292131,0.8057553768157959,0.6936610341072083,0.8999999761581421,0.9752604365348816,0.7777777910232544,66.40755615234374,1.0,0.6218655705451965
61,0.7607142925262451,0.8621578812599182,0.7506904602050781,66.3321275983538,0.7279411554336548,0.7029268741607666,0.8999999761581421,0.9765625596046448,0.7777777910232544,66.27010345458984,1.0,0.6248547434806824
62,0.8071428537368774,0.9005101919174194,0.7779938578605652,66.16542314801897,0.7928571701049805,0.7248091101646423,0.8999999761581421,0.9765624403953552,0.7777777910232544,66.1293441772461,1.0,0.6340166926383972
63,0.8285714387893677,0.9007452130317688,0.7952954173088074,66.02916346958705,0.8248175382614136,0.7107162475585938,0.8999999761581421,0.9765625,0.7777777910232544,65.98765106201172,1.0,0.6463077664375305
64,0.8071428537368774,0.9107243418693542,0.7860317230224609,65.88812277657645,0.7342657446861267,0.7559899091720581,0.8999999761581421,0.9765625,0.7777777910232544,65.85226440429688,1.0,0.6470791101455688
65,0.8142856955528259,0.8863741159439087,0.8152953386306763,65.7907499040876,0.8095238208770752,0.7322186827659607,0.8999999761581421,0.9752604365348816,0.7777777910232544,65.71891937255859,1.0,0.6443449258804321
66,0.8321428298950195,0.9174836874008179,0.8103377223014832,65.61055755615234,0.8472222089767456,0.7218645215034485,0.8999999761581421,0.9765625,0.7777777910232544,65.58109130859376,1.0,0.6502823233604431
67,0.8107143044471741,0.8977714776992798,0.8026134967803955,65.50706329345704,0.7876712083816528,0.7425180673599243,0.8999999761581421,0.9765625,0.7777777910232544,65.44461822509766,1.0,0.6541780233383179
68,0.8321428298950195,0.8915104269981384,0.8363138437271118,65.40858982631138,0.8187500238418579,0.7196820974349976,0.8999999761581421,0.9752603769302368,0.7777777910232544,65.31483612060546,1.0,0.6479731798171997
69,0.7892857193946838,0.8727034330368042,0.7407668232917786,65.27157004220145,0.8110235929489136,0.7070997357368469,0.8999999761581421,0.9765625,0.7777777910232544,65.1755355834961,1.0,0.6591131091117859
70,0.8214285969734192,0.8921628594398499,0.8044934868812561,65.11346261160715,0.8439716100692749,0.7293757796287537,0.8999999761581421,0.9765625,0.7777777910232544,65.03893127441407,1.0,0.6662423014640808
71,0.8535714149475098,0.9371391534805298,0.8436033725738525,64.9255390712193,0.8740741014480591,0.7372180819511414,0.8999999761581421,0.9765625596046448,0.7777777910232544,64.90145721435547,1.0,0.6749326586723328
72,0.8285714387893677,0.9116026163101196,0.8222604393959045,64.83596714564732,0.8439716100692749,0.7216758131980896,0.8999999761581421,0.9752604365348816,0.7777777910232544,64.76467895507812,1.0,0.6828421354293823
73,0.8500000238418579,0.91357421875,0.8208266496658325,64.69351523263114,0.84375,0.7542518973350525,0.8999999761581421,0.9765625,0.7777777910232544,64.62539978027344,1.0,0.6957581639289856
74,0.8428571224212646,0.9297178983688354,0.827647864818573,64.54534694126674,0.8358209133148193,0.7576894760131836,0.875,0.9765625,0.7377777695655823,64.48675842285157,0.9375,0.70756995677948
75,0.8285714387893677,0.9265389442443848,0.8085455894470215,64.42565329415457,0.8068965673446655,0.7469186782836914,0.875,0.9752603769302368,0.7377777695655823,64.35316467285156,0.9375,0.7096173763275146
76,0.824999988079071,0.9277613759040833,0.8001814484596252,64.28723536900111,0.8617886304855347,0.7351903915405273,0.875,0.9765625,0.7377777695655823,64.21469573974609,0.9375,0.7234950065612793
77,0.8964285850524902,0.9393869638442993,0.8921542763710022,64.13861628941127,0.8592592477798462,0.7765517234802246,0.875,0.9765625,0.7377777695655823,64.07965240478515,0.9375,0.7292712330818176
78,0.8571428656578064,0.9202000498771667,0.8359264731407166,64.03639362880162,0.8633093237876892,0.7767192721366882,0.875,0.9765625,0.7377777695655823,63.94532318115235,0.9375,0.7351090908050537
79,0.8535714149475098,0.9281340837478638,0.8343743085861206,63.890821729387554,0.8633093237876892,0.7880969047546387,0.875,0.9765625,0.7377777695655823,63.81285781860352,0.9375,0.7374541759490967
80,0.8785714507102966,0.9459618330001831,0.8749513626098633,63.73677520751953,0.8503401279449463,0.7973015904426575,0.875,0.9752603769302368,0.7377777695655823,63.68414306640625,0.9375,0.7331216931343079
81,0.8785714507102966,0.9510754942893982,0.8723746538162231,63.60203606741769,0.8543046116828918,0.8090164661407471,0.8999999761581421,0.9739583134651184,0.7777777910232544,63.55471572875977,1.0,0.7312808632850647
82,0.8392857313156128,0.914675235748291,0.8227396011352539,63.528873443603516,0.8611111044883728,0.7637534141540527,0.875,0.9739583730697632,0.7377777695655823,63.42210845947265,0.9375,0.7357900738716125
83,0.8821428418159485,0.9419631361961365,0.870997428894043,63.362639508928574,0.881118893623352,0.8018890023231506,0.875,0.9739583730697632,0.7377777695655823,63.290078735351564,0.9375,0.7397709488868713
84,0.8428571224212646,0.9398958683013916,0.8380601406097412,63.239046042306086,0.8321678042411804,0.7676385045051575,0.8999999761581421,0.9739583730697632,0.7777777910232544,63.159342193603514,1.0,0.7412810325622559
85,0.875,0.9432647228240967,0.8279625773429871,63.112498365129746,0.8686131238937378,0.7835963368415833,0.875,0.9739583134651184,0.7377777695655823,63.02549057006836,0.9375,0.7494770884513855
86,0.8607142567634583,0.9304023385047913,0.859005331993103,62.9948970249721,0.8529411554336548,0.7609850168228149,0.875,0.9739583134651184,0.7377777695655823,62.890576171875,0.9375,0.7609063982963562
87,0.8392857313156128,0.914230227470398,0.8446455001831055,62.89569244384766,0.835616409778595,0.7565097212791443,0.875,0.9739583134651184,0.7377777695655823,62.7643310546875,0.9375,0.7560235857963562
88,0.8857142925262451,0.942951500415802,0.8777055740356445,62.71978029523577,0.8851351141929626,0.8129386901855469,0.8999999761581421,0.9739583134651184,0.7777777910232544,62.63681640625,1.0,0.7544630765914917
89,0.8500000238418579,0.933132529258728,0.8247268795967102,62.60148250034877,0.8394160866737366,0.7800080180168152,0.875,0.9739582538604736,0.7377777695655823,62.505821990966794,0.9375,0.7597734928131104
90,0.8714285492897034,0.9333385229110718,0.8203482031822205,62.477169145856585,0.8709677457809448,0.7826147675514221,0.875,0.9739583730697632,0.7377777695655823,62.36975250244141,0.9375,0.7754384875297546
91,0.8785714507102966,0.9510442018508911,0.8747615814208984,62.328968157087054,0.8461538553237915,0.8327882885932922,0.875,0.9739583134651184,0.7377777695655823,62.24467849731445,0.9375,0.7700158953666687
92,0.8607142567634583,0.9359643459320068,0.8564234375953674,62.22414311000279,0.8445945978164673,0.8133058547973633,0.8999999761581421,0.9739583134651184,0.7777777910232544,62.12146835327148,1.0,0.762754499912262
93,0.8678571581840515,0.9344741106033325,0.8531169295310974,62.09551315307617,0.8778625726699829,0.7859029769897461,0.8999999761581421,0.9739583134651184,0.7777777910232544,61.99214248657226,1.0,0.7671182751655579
94,0.875,0.9562606811523438,0.8393155932426453,61.929876817975725,0.8914728760719299,0.805325448513031,0.875,0.9739583134651184,0.7377777695655823,61.85852890014648,0.9375,0.7799316048622131
95,0.8892857432365417,0.9460721015930176,0.890864908695221,61.8258434840611,0.8531468510627747,0.797909677028656,0.875,0.9739583134651184,0.7377777695655823,61.73369674682617,0.9375,0.7771164774894714
96,0.9071428775787354,0.9694372415542603,0.8995897173881531,61.65105438232422,0.9136690497398376,0.8115401864051819,0.875,0.9739583134651184,0.7377777695655823,61.60541915893555,0.9375,0.7806395292282104
97,0.9035714268684387,0.9659438729286194,0.8999958038330078,61.531043243408206,0.9071428775787354,0.8174737691879272,0.875,0.9739583730697632,0.7377777695655823,61.473818969726565,0.9375,0.7893630266189575
98,0.8928571343421936,0.9564030170440674,0.8859296441078186,61.418834577287946,0.8999999761581421,0.7999005317687988,0.875,0.9739583134651184,0.7377777695655823,61.34486465454101,0.9375,0.7947289347648621
99,0.8999999761581421,0.9665234684944153,0.893118679523468,61.2770026070731,0.8775510191917419,0.8478029370307922,0.875,0.9739583134651184,0.7377777695655823,61.21928100585937,0.9375,0.7935390472412109
0,0.8928571343421936,0.9562451839447021,0.8832731246948242,61.17676751273019,0.9037036895751953,0.7904263734817505,0.875,0.9739583730697632,0.7377777695655823,61.090641021728516,0.9375,0.7997771501541138
1,0.875,0.9458169937133789,0.8543636202812195,61.0732529776437,0.8391608595848083,0.8253023624420166,0.875,0.9739583730697632,0.7377777695655823,60.965502166748045,0.9375,0.7991496920585632
2,0.8785714507102966,0.9532145261764526,0.8583793640136719,60.92571781703404,0.8648648858070374,0.832179069519043,0.875,0.9752603769302368,0.7377777695655823,60.84101028442383,0.9375,0.7979754209518433
3,0.8678571581840515,0.9340532422065735,0.8347824215888977,60.840540095738,0.8541666865348816,0.8228242993354797,0.875,0.9752604365348816,0.7377777695655823,60.71425323486328,0.9375,0.8008697628974915
4,0.8571428656578064,0.9194636344909668,0.8172417879104614,60.75180914742606,0.8740741014480591,0.7959669828414917,0.875,0.9765625,0.7377777695655823,60.58811874389649,0.9375,0.8039902448654175
5,0.8678571581840515,0.9373692274093628,0.8604864478111267,60.5864858354841,0.8461538553237915,0.8228214383125305,0.875,0.9765625,0.7377777695655823,60.46179275512695,0.9375,0.8077214956283569
6,0.8821428418159485,0.962549090385437,0.8713131546974182,60.41475132533482,0.8776978254318237,0.8249620199203491,0.875,0.9765625,0.7377777695655823,60.33722152709961,0.9375,0.8087489008903503
7,0.8892857432365417,0.9629166126251221,0.8615540266036987,60.2769168308803,0.9051094651222229,0.8338032960891724,0.875,0.9765625,0.7377777695655823,60.211001586914065,0.9375,0.8118146657943726
8,0.9142857193946838,0.9741114974021912,0.9049164652824402,60.13563908168248,0.9166666865348816,0.847859263420105,0.875,0.9765625,0.7377777695655823,60.085821533203124,0.9375,0.8144398927688599
9,0.9178571701049805,0.9794384241104126,0.9011791348457336,60.00474330357143,0.9248120188713074,0.8311938643455505,0.875,0.9765625,0.7377777695655823,59.95791015625,0.9375,0.8215238451957703
10,0.9178571701049805,0.9764237403869629,0.9073590040206909,59.87709208897182,0.9275362491607666,0.8547411561012268,0.875,0.9765625,0.7377777695655823,59.831564331054686,0.9375,0.826808750629425
11,0.8571428656578064,0.9314236044883728,0.8163547515869141,59.86701529366629,0.8125,0.8147223591804504,0.875,0.9765624403953552,0.7377777695655823,59.709475708007815,0.9375,0.8238374590873718
12,0.8857142925262451,0.9611273407936096,0.8724218010902405,59.67487302507673,0.8503401279449463,0.8710532188415527,0.875,0.9765624403953552,0.7377777695655823,59.590605926513675,0.9375,0.8161225318908691
13,0.8821428418159485,0.950156033039093,0.8514265418052673,59.572047642299104,0.8721804618835449,0.8384586572647095,0.875,0.9778646230697632,0.7377777695655823,59.46715316772461,0.9375,0.8174394369125366
14,0.9035714268684387,0.9535689949989319,0.8949759602546692,59.443622153145924,0.9064748287200928,0.8399580121040344,0.875,0.9791666269302368,0.7377777695655823,59.342167663574216,0.9375,0.8217453956604004
15,0.8892857432365417,0.9586485624313354,0.8773654699325562,59.31916176932199,0.9109588861465454,0.8507551550865173,0.875,0.9791666269302368,0.7377777695655823,59.219747924804686,0.9375,0.821881890296936
16,0.8964285850524902,0.9624438285827637,0.884506106376648,59.19128755841936,0.9166666865348816,0.8055191040039062,0.875,0.9791666269302368,0.7377777695655823,59.096186828613284,0.9375,0.8240734338760376
17,0.8892857432365417,0.960115373134613,0.8884920477867126,59.07041266305106,0.8823529481887817,0.8707868456840515,0.875,0.9791666269302368,0.7377777695655823,58.977980041503905,0.9375,0.8183698654174805
18,0.925000011920929,0.9707940816879272,0.9236029386520386,58.9220949445452,0.915032684803009,0.8658998608589172,0.875,0.9791666865348816,0.7377777695655823,58.85961151123047,0.9375,0.8135079145431519
19,0.8857142925262451,0.9463847875595093,0.8602554798126221,58.851528712681365,0.9166666865348816,0.8277962803840637,0.875,0.9817708730697632,0.7377777695655823,58.73425979614258,0.9375,0.8191324472427368
20,0.9107142686843872,0.971648633480072,0.8984683156013489,58.67472087315151,0.9262295365333557,0.8213847875595093,0.875,0.9817708134651184,0.7377777695655823,58.60685272216797,0.9375,0.8283929824829102
21,0.8928571343421936,0.9675261378288269,0.8819161057472229,58.56473432268415,0.8758170008659363,0.8665454983711243,0.875,0.9817708730697632,0.7377777695655823,58.485601806640624,0.9375,0.8286969065666199
22,0.9214285612106323,0.9795677065849304,0.9080824851989746,58.42022378104074,0.9534883499145508,0.837780773639679,0.875,0.9817708134651184,0.7377777695655823,58.36231994628906,0.9375,0.8326581120491028
23,0.9107142686843872,0.9652959108352661,0.9051452875137329,58.318472726004465,0.8979591727256775,0.8594601154327393,0.875,0.9817708134651184,0.7377777695655823,58.24250869750976,0.9375,0.830978274345398
24,0.9107142686843872,0.9752302169799805,0.8860317468643188,58.17947246006557,0.9406779408454895,0.8304269909858704,0.875,0.9817708730697632,0.7377777695655823,58.11572799682617,0.9375,0.8407371640205383
25,0.9214285612106323,0.9769085645675659,0.9165862798690796,58.05279791695731,0.9057971239089966,0.870022177696228,0.875,0.9817708730697632,0.7377777695655823,57.99307098388672,0.9375,0.8448730707168579
26,0.8999999761581421,0.9685014486312866,0.9007317423820496,57.959316689627514,0.8805031180381775,0.8851993083953857,0.875,0.9817708134651184,0.7377777695655823,57.87620086669922,0.9375,0.8388417363166809
27,0.925000011920929,0.9705041646957397,0.9237189292907715,57.82240546090262,0.9130434989929199,0.8620122671127319,0.875,0.9817708134651184,0.7377777695655823,57.757745361328126,0.9375,0.8357677459716797
28,0.9071428775787354,0.9653894901275635,0.9037514925003052,57.72170421055385,0.931034505367279,0.8616516590118408,0.875,0.9817708730697632,0.7377777695655823,57.63563003540039,0.9375,0.8387517929077148
29,0.8964285850524902,0.9648078083992004,0.8897976279258728,57.601842716762,0.888059675693512,0.84557044506073,0.875,0.9817708730697632,0.7377777695655823,57.51555404663086,0.9375,0.8382081985473633
30,0.8999999761581421,0.9599743485450745,0.9064357876777649,57.49921068464007,0.8666666746139526,0.8745074272155762,0.875,0.9817708134651184,0.7377777695655823,57.39854965209961,0.9375,0.8339741826057434
31,0.8714285492897034,0.9644748568534851,0.8299978971481323,57.39061726161412,0.94017094373703,0.801175057888031,0.875,0.9817708730697632,0.7377777695655823,57.273268127441405,0.9375,0.8429323434829712
32,0.8999999761581421,0.9597190618515015,0.8998516798019409,57.25504172188895,0.8888888955116272,0.8539746403694153,0.875,0.9817708134651184,0.7377777695655823,57.150672149658206,0.9375,0.8490328788757324
33,0.9035714268684387,0.9611188769340515,0.9047069549560547,57.14868698120117,0.8954248428344727,0.8639954924583435,0.875,0.9830728769302368,0.7377777695655823,57.0343994140625,0.9375,0.8438453674316406
34,0.9321428537368774,0.9723116159439087,0.9152706861495972,56.98148215157645,0.9407407641410828,0.8570305109024048,0.875,0.9830728769302368,0.7377777695655823,56.91620101928711,0.9375,0.8425322771072388
35,0.9071428775787354,0.9646544456481934,0.9037167429924011,56.88769018990653,0.8835616707801819,0.8665294051170349,0.875,0.984375,0.7377777695655823,56.79855728149414,0.9375,0.8399049639701843
36,0.9071428775787354,0.9709159731864929,0.892253041267395,56.75621719360352,0.9402984976768494,0.8488322496414185,0.875,0.984375,0.7377777695655823,56.677137756347655,0.9375,0.8436479568481445
37,0.9321428537368774,0.9713023900985718,0.931016206741333,56.639293888637,0.9072847962379456,0.8708925247192383,0.875,0.984375,0.7377777695655823,56.56026000976563,0.9375,0.8414449691772461
