epoch,accuracy,auc_1,f1_m,loss,recall_1,specificity,val_accuracy,val_auc_1,val_f1_m,val_loss,val_recall_1,val_specificity
0,0.5074999928474426,0.4864197373390198,0.6241346001625061,74.54864204406738,0.8936708569526672,0.33659619092941284,0.6499999761581421,0.7417582273483276,0.761025607585907,74.17014923095704,1.0,0.36873859167099
1,0.5162500143051147,0.5077296495437622,0.6251691579818726,74.0867830657959,0.8409638404846191,0.3751710057258606,0.6499999761581421,0.7857142686843872,0.761025607585907,73.76128997802735,1.0,0.3923780024051666
2,0.48625001311302185,0.4893888831138611,0.5837557315826416,73.69496330261231,0.8020565509796143,0.3911886513233185,0.6499999761581421,0.8200549483299255,0.761025607585907,73.36048126220703,1.0,0.4235922396183014
3,0.5199999809265137,0.5187307596206665,0.5786043405532837,73.25494018554687,0.7174447178840637,0.43331286311149597,0.6499999761581421,0.8365384340286255,0.761025607585907,72.9588394165039,1.0,0.438020795583725
4,0.4962500035762787,0.5208421945571899,0.5413752198219299,72.84868881225586,0.6700507402420044,0.43497857451438904,0.6499999761581421,0.8351648449897766,0.761025607585907,72.56102905273437,1.0,0.45419782400131226
5,0.5237500071525574,0.5300798416137695,0.5536981821060181,72.44298583984374,0.6649873852729797,0.45899686217308044,0.6499999761581421,0.8530219793319702,0.761025607585907,72.16257781982422,1.0,0.4639897346496582
6,0.5362499952316284,0.559820294380188,0.557593584060669,72.02565605163574,0.6532663106918335,0.47480297088623047,0.6499999761581421,0.8228021860122681,0.761025607585907,71.76611633300782,1.0,0.47395753860473633
7,0.5762500166893005,0.585981011390686,0.5748030543327332,71.60871444702148,0.6356968283653259,0.4991585910320282,0.6499999761581421,0.8049450516700745,0.761025607585907,71.36333618164062,1.0,0.47152334451675415
8,0.5662500262260437,0.5878728628158569,0.5584149360656738,71.21386444091797,0.6597937941551208,0.49662578105926514,0.699999988079071,0.8021977543830872,0.7832478284835815,70.97229766845703,1.0,0.48827069997787476
9,0.5737500190734863,0.6064833402633667,0.5625585913658142,70.80286201477051,0.6206896305084229,0.5163795948028564,0.675000011920929,0.8159340620040894,0.7627350091934204,70.57455749511719,0.9230769276618958,0.49365609884262085
10,0.5962499976158142,0.6314215064048767,0.5900753140449524,70.39684181213379,0.6276849508285522,0.5203014612197876,0.675000011920929,0.8186812996864319,0.7627350091934204,70.17433319091796,0.9230769276618958,0.4934721887111664
11,0.6087499856948853,0.668597936630249,0.5867708325386047,69.98602867126465,0.6293532252311707,0.5399169325828552,0.75,0.8296703100204468,0.8014651536941528,69.7822982788086,0.9230769276618958,0.5064123272895813
12,0.6462500095367432,0.7101845145225525,0.6179654598236084,69.57540397644043,0.6393861770629883,0.5718043446540833,0.800000011920929,0.8420329689979553,0.8333333134651184,69.38432159423829,0.9230769276618958,0.5104677677154541
13,0.65625,0.7164915800094604,0.6476224660873413,69.18386032104492,0.6587111949920654,0.5722416043281555,0.800000011920929,0.8557692766189575,0.8333333134651184,68.9856674194336,0.9230769276618958,0.5127817392349243
14,0.7012500166893005,0.7704243659973145,0.6540347337722778,68.76116752624512,0.6572890281677246,0.6133620142936707,0.800000011920929,0.8804944753646851,0.8333333134651184,68.58869323730468,0.9230769276618958,0.5223361253738403
15,0.7087500095367432,0.7874874472618103,0.658893346786499,68.36293548583984,0.6894736886024475,0.6180689930915833,0.7749999761581421,0.9134615659713745,0.8121212124824524,68.19705657958984,0.8846153616905212,0.5462488532066345
16,0.7212499976158142,0.7985622882843018,0.6691261529922485,67.97521942138673,0.6632911562919617,0.6508799195289612,0.800000011920929,0.9299450516700745,0.8333333134651184,67.79984893798829,0.9230769276618958,0.5542794466018677
17,0.7362499833106995,0.8282075524330139,0.7069386839866638,67.56910804748536,0.6790123581886292,0.6621716022491455,0.7749999761581421,0.9409340620040894,0.8142856359481812,67.40047607421874,0.9230769276618958,0.5604989528656006
18,0.7787500023841858,0.8609386682510376,0.7538228034973145,67.1581135559082,0.7659032940864563,0.6626003384590149,0.875,0.9491758346557617,0.8903030157089233,67.00565338134766,0.9230769276618958,0.5797218084335327
19,0.7599999904632568,0.8493654727935791,0.7439630031585693,66.78394386291504,0.739130437374115,0.683834969997406,0.8999999761581421,0.9656593203544617,0.9082517623901367,66.61117553710938,0.9615384340286255,0.5902000069618225
20,0.7724999785423279,0.8767286539077759,0.7534741163253784,66.38034400939941,0.7250608205795288,0.7011426687240601,0.8999999761581421,0.9656593203544617,0.9082517623901367,66.2190933227539,0.9615384340286255,0.6063263416290283
21,0.8149999976158142,0.8972713947296143,0.78363037109375,65.982699508667,0.7831632494926453,0.7147015929222107,0.8999999761581421,0.9642857313156128,0.9082517623901367,65.82772216796874,0.9615384340286255,0.6271265149116516
22,0.7950000166893005,0.8788002729415894,0.7761818170547485,65.62999374389648,0.7791262269020081,0.7023178339004517,0.8999999761581421,0.9642857313156128,0.9082517623901367,65.43944702148437,0.9615384340286255,0.645005464553833
23,0.8262500166893005,0.902591347694397,0.8087831139564514,65.23014549255372,0.7960199117660522,0.713061511516571,0.8999999761581421,0.9642857313156128,0.9303029775619507,65.055126953125,0.9230769276618958,0.6637380719184875
24,0.8374999761581421,0.9146394729614258,0.811943769454956,64.83696014404296,0.8132678270339966,0.743354082107544,0.8999999761581421,0.9684065580368042,0.9303029775619507,64.67244720458984,0.9230769276618958,0.6736960411071777
25,0.8487499952316284,0.9249762296676636,0.81816565990448,64.45082931518554,0.8376288414001465,0.7707061767578125,0.8999999761581421,0.9684065580368042,0.9303029775619507,64.29521942138672,0.9230769276618958,0.6955913305282593
