epoch,accuracy,auc,f1_m,loss,recall,specificity,val_accuracy,val_auc,val_f1_m,val_loss,val_recall,val_specificity
26,0.831250011920929,0.904035210609436,0.8139256238937378,64.18907962799072,0.8161209225654602,0.7493112683296204,0.8500000238418579,0.9560439586639404,0.8684848546981812,63.99914474487305,0.8846153616905212,0.7175910472869873
27,0.8512499928474426,0.9220391511917114,0.8282873034477234,63.794211311340334,0.8324742317199707,0.7624754309654236,0.8500000238418579,0.9574176073074341,0.8418181538581848,63.62376937866211,0.8461538553237915,0.7354580163955688
28,0.8500000238418579,0.9286179542541504,0.8360069990158081,63.41620906829834,0.8536585569381714,0.7806860208511353,0.824999988079071,0.958791196346283,0.8084848523139954,63.24373245239258,0.8461538553237915,0.7359214425086975
29,0.8600000143051147,0.9287575483322144,0.8402156233787537,63.04450172424316,0.8492462038993835,0.7903454303741455,0.8500000238418579,0.9574176073074341,0.8418181538581848,62.871646881103516,0.8461538553237915,0.7491137385368347
30,0.8299999833106995,0.9178529977798462,0.8165624737739563,62.7031127166748,0.8132678270339966,0.7828275561332703,0.824999988079071,0.9560439586639404,0.8084848523139954,62.49968643188477,0.8461538553237915,0.7498370409011841
31,0.875,0.9425842761993408,0.8666919469833374,62.296809349060055,0.8784118890762329,0.7959167957305908,0.8500000238418579,0.9560439586639404,0.8418181538581848,62.13277587890625,0.8461538553237915,0.7613599896430969
32,0.8737499713897705,0.94063401222229,0.8497314453125,61.93419544219971,0.8571428656578064,0.8120604753494263,0.8500000238418579,0.9560439586639404,0.8418181538581848,61.76931228637695,0.8461538553237915,0.7701997756958008
33,0.84375,0.9238776564598083,0.8245617747306824,61.6090881729126,0.8428927659988403,0.7823179364204407,0.8500000238418579,0.9560438990592957,0.8418181538581848,61.40755767822266,0.8461538553237915,0.7754350900650024
34,0.8637499809265137,0.9375371336936951,0.8581766486167908,61.22531593322754,0.8632911443710327,0.7814111113548279,0.8500000238418579,0.9560439586639404,0.8418181538581848,61.04757537841797,0.8461538553237915,0.7797547578811646
35,0.8774999976158142,0.9477322697639465,0.8653267025947571,60.84986602783203,0.8737623691558838,0.8090284466743469,0.8500000238418579,0.9560439586639404,0.8418181538581848,60.68904190063476,0.8461538553237915,0.7845977544784546
36,0.8849999904632568,0.9503078460693359,0.8744226098060608,60.49156707763672,0.8765432238578796,0.8223486542701721,0.8500000238418579,0.9560439586639404,0.8418181538581848,60.332113647460936,0.8461538553237915,0.7909658551216125
37,0.893750011920929,0.9600560665130615,0.8872455358505249,60.116026611328124,0.8922305703163147,0.8260370492935181,0.8500000238418579,0.9560439586639404,0.8418181538581848,59.9768424987793,0.8461538553237915,0.7942448854446411
38,0.8862500190734863,0.9441047310829163,0.8791388869285583,59.797786979675294,0.8869779109954834,0.8274472951889038,0.8500000238418579,0.9560439586639404,0.8418181538581848,59.62305374145508,0.8461538553237915,0.7973018884658813
39,0.8799999952316284,0.9426379203796387,0.8723294734954834,59.45338436126709,0.8765432238578796,0.8252131938934326,0.8500000238418579,0.9560439586639404,0.8418181538581848,59.26955871582031,0.8461538553237915,0.7937480807304382
40,0.9049999713897705,0.9693055152893066,0.8814752101898193,59.04129497528076,0.9270270466804504,0.8351461291313171,0.8500000238418579,0.9560439586639404,0.8418181538581848,58.92776031494141,0.8461538553237915,0.8148504495620728
41,0.8887500166893005,0.9528521299362183,0.8867476582527161,58.73490859985352,0.8655660152435303,0.8400042057037354,0.8500000238418579,0.9560439586639404,0.8418181538581848,58.571984100341794,0.8461538553237915,0.8031136393547058
42,0.9024999737739563,0.9579587578773499,0.8894622921943665,58.36576824188232,0.8966408371925354,0.8439867496490479,0.8500000238418579,0.9560439586639404,0.8418181538581848,58.22833023071289,0.8461538553237915,0.8116709589958191
43,0.887499988079071,0.9512282013893127,0.8751173615455627,58.042134819030764,0.887499988079071,0.8417802453041077,0.8500000238418579,0.9560439586639404,0.8418181538581848,57.883131408691405,0.8461538553237915,0.8133740425109863
44,0.9125000238418579,0.9712695479393005,0.9078323245048523,57.65701389312744,0.8949880599975586,0.8635523319244385,0.8500000238418579,0.9560439586639404,0.8418181538581848,57.537298583984374,0.8461538553237915,0.8098551630973816
45,0.9087499976158142,0.9698054790496826,0.8992104530334473,57.314399299621584,0.9203979969024658,0.8539698719978333,0.8500000238418579,0.9560438990592957,0.8418181538581848,57.19555816650391,0.8461538553237915,0.8115261793136597
46,0.8962500095367432,0.9644006490707397,0.8803392052650452,56.98658233642578,0.8913580179214478,0.8420755863189697,0.8500000238418579,0.9560439586639404,0.8418181538581848,56.85496520996094,0.8461538553237915,0.8119056820869446
47,0.9012500047683716,0.9607661962509155,0.8825148940086365,56.65481338500977,0.913705587387085,0.854506254196167,0.8500000238418579,0.9560439586639404,0.8418181538581848,56.519247436523436,0.8461538553237915,0.823158860206604
48,0.9112499952316284,0.9618722796440125,0.9004852771759033,56.315691452026364,0.9152542352676392,0.851809024810791,0.8500000238418579,0.9560439586639404,0.8418181538581848,56.18009948730469,0.8461538553237915,0.8205968141555786
49,0.9212499856948853,0.974050760269165,0.8926304578781128,55.94717586517334,0.928947389125824,0.8603817820549011,0.8500000238418579,0.9546703696250916,0.8418181538581848,55.84851150512695,0.8461538553237915,0.8297988772392273
50,0.9225000143051147,0.9729651212692261,0.9202653765678406,55.61373424530029,0.9108433723449707,0.8845081329345703,0.8500000238418579,0.9560439586639404,0.8418181538581848,55.5110466003418,0.8461538553237915,0.8260887265205383
51,0.9137499928474426,0.9692856669425964,0.896221935749054,55.288919067382814,0.928947389125824,0.8611452579498291,0.8500000238418579,0.9546703100204468,0.8418181538581848,55.18009033203125,0.8461538553237915,0.832436203956604
52,0.9087499976158142,0.9699422121047974,0.9044529795646667,54.955156593322755,0.8947368264198303,0.883561909198761,0.8500000238418579,0.9560439586639404,0.8418181538581848,54.844574737548825,0.8461538553237915,0.825559139251709
53,0.9024999737739563,0.9658067226409912,0.8934258818626404,54.63233108520508,0.9025641083717346,0.8578203320503235,0.8500000238418579,0.9546703100204468,0.8418181538581848,54.516432189941405,0.8461538553237915,0.8307842016220093
54,0.9300000071525574,0.9753280282020569,0.9190660119056702,54.276723022460935,0.9326683282852173,0.8736835718154907,0.8500000238418579,0.9574175477027893,0.8418181538581848,54.18903503417969,0.8461538553237915,0.8364448547363281
55,0.918749988079071,0.9745392203330994,0.9108200669288635,53.95574111938477,0.920844316482544,0.8713503479957581,0.8500000238418579,0.9546703100204468,0.8418181538581848,53.86466293334961,0.8461538553237915,0.8412812948226929
56,0.925000011920929,0.9769677519798279,0.9185899496078491,53.61670177459717,0.9049881100654602,0.8988518714904785,0.8500000238418579,0.9574176073074341,0.8418181538581848,53.52977523803711,0.8461538553237915,0.8310729265213013
57,0.9075000286102295,0.9639613628387451,0.8987265825271606,53.329187545776364,0.8899521827697754,0.8684223294258118,0.8500000238418579,0.9587912559509277,0.8418181538581848,53.199988555908206,0.8461538553237915,0.8245306015014648
58,0.9412500262260437,0.9806703925132751,0.93345046043396,52.94993106842041,0.9411764740943909,0.8858438730239868,0.8500000238418579,0.9587912559509277,0.8418181538581848,52.87666320800781,0.8461538553237915,0.8264229893684387
59,0.918749988079071,0.9747016429901123,0.9049993753433228,52.64648036956787,0.9365079402923584,0.8774639368057251,0.8500000238418579,0.9587912559509277,0.8418181538581848,52.55894546508789,0.8461538553237915,0.8359066843986511
