,loss,auc,f1_m,accuracy,recall,precision,val_loss,val_auc,val_f1_m,val_accuracy,val_recall,val_precision,lr
0,4.656337996891566,0.9316952228546143,0.8549143671989441,0.8607142567634583,0.9057971239089966,0.8278145790100098,4.705525970458984,0.9778646230697632,0.7555555105209351,0.875,0.9375,0.7894737124443054,2.5e-06
1,4.624670110430036,0.9399459362030029,0.8490020036697388,0.8714285492897034,0.8776978254318237,0.8652482032775879,4.690634727478027,0.9791666269302368,0.7555555105209351,0.8999999761581421,0.9375,0.8333333134651184,2.5e-06
2,4.626114627293178,0.9467867612838745,0.8303850889205933,0.8571428656578064,0.9197080135345459,0.8129032254219055,4.675118350982666,0.9791666865348816,0.7555555105209351,0.8999999761581421,0.9375,0.8333333134651184,2.5e-06
3,4.698308249882289,0.8925483226776123,0.735647976398468,0.7892857193946838,0.7967479825019836,0.7424242496490479,4.657709789276123,0.9817708730697632,0.7555555105209351,0.8999999761581421,0.9375,0.8333333134651184,2.5e-06
4,4.63883079801287,0.9270599484443665,0.8312015533447266,0.8571428656578064,0.835616409778595,0.8840579986572266,4.648460960388183,0.9817708134651184,0.7555555105209351,0.8999999761581421,0.9375,0.8333333134651184,2.5e-06
5,4.601694338662284,0.9472789168357849,0.8774952292442322,0.875,0.8701298832893372,0.899328887462616,4.6436302185058596,0.9817708730697632,0.7555555105209351,0.8999999761581421,0.9375,0.8333333134651184,2.5e-06
6,4.615912750789097,0.9303312301635742,0.8245660662651062,0.8321428298950195,0.835616409778595,0.8413792848587036,4.636513805389404,0.9817708730697632,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
7,4.640358625139509,0.9179039597511292,0.8129136562347412,0.8107143044471741,0.8633093237876892,0.7792207598686218,4.62488489151001,0.9830729365348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
8,4.577105018070766,0.9504214525222778,0.8557925820350647,0.8785714507102966,0.8814814686775208,0.8686131238937378,4.612427234649658,0.9843750596046448,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
9,4.580689893450056,0.9411359429359436,0.859428882598877,0.8785714507102966,0.8943662047386169,0.8698630332946777,4.603634357452393,0.984375,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
10,4.5470155852181575,0.9526433944702148,0.8767099380493164,0.8785714507102966,0.8661971688270569,0.8913043737411499,4.594939708709717,0.9869791269302368,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
11,4.566200283595494,0.943800687789917,0.8348835110664368,0.8607142567634583,0.8741258978843689,0.8561643958091736,4.58421630859375,0.9869791865348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
12,4.601192310878209,0.9210553169250488,0.8424277305603027,0.8464285731315613,0.8450704216957092,0.8510638475418091,4.576753616333008,0.9869791865348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
13,4.541556072235108,0.9499717950820923,0.8894288539886475,0.8892857432365417,0.8859060406684875,0.9041095972061157,4.565253734588623,0.9869791269302368,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
14,4.580293846130371,0.9294368028640747,0.8312450647354126,0.8607142567634583,0.8507462739944458,0.8571428656578064,4.552816486358642,0.9869791865348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
15,4.515601362500872,0.9543918967247009,0.8681281208992004,0.8857142925262451,0.8787878751754761,0.8787878751754761,4.540819263458252,0.9869791865348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
16,4.565159293583461,0.9313725233078003,0.8502761721611023,0.8535714149475098,0.843137264251709,0.8835616707801819,4.536602115631103,0.9869791865348816,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
17,4.601987593514579,0.9058481454849243,0.79766845703125,0.8142856955528259,0.7898550629615784,0.8257575631141663,4.529613876342774,0.98828125,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
18,4.520505959647043,0.9510714411735535,0.8693609237670898,0.8857142925262451,0.8928571343421936,0.8802816867828369,4.518905830383301,0.9895833730697632,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
19,4.520108740670341,0.9508673548698425,0.8693506121635437,0.8785714507102966,0.8785714507102966,0.8785714507102966,4.510576820373535,0.9895833134651184,0.7777777910232544,0.925000011920929,1.0,0.8421052694320679,2.5e-06
