,loss,accuracy,auc,f1_m,recall,specificity,val_loss,val_accuracy,val_auc,val_f1_m,val_recall,val_specificity,lr
0,74.7702717590332,0.4724999964237213,0.5259941816329956,0.6144062280654907,0.9652406573295593,0.29943934082984924,74.3371826171875,0.6499999761581421,0.7925823926925659,0.761025607585907,1.0,0.33238592743873596,2.5e-06
1,74.28959915161133,0.5162500143051147,0.4843483567237854,0.6508445739746094,0.9214285612106323,0.3240810036659241,73.92166442871094,0.6499999761581421,0.8159340620040894,0.761025607585907,1.0,0.35691094398498535,2.5e-06
2,73.84429153442383,0.5262500047683716,0.5346053838729858,0.6408551931381226,0.8894230723381042,0.35957181453704834,73.50909576416015,0.6499999761581421,0.8502746820449829,0.761025607585907,1.0,0.37883928418159485,2.5e-06
3,73.4590943145752,0.47749999165534973,0.49734488129615784,0.5764531493186951,0.7994858622550964,0.38996461033821106,73.10719451904296,0.6499999761581421,0.8777472972869873,0.761025607585907,1.0,0.40885287523269653,2.5e-06
4,72.99815452575683,0.5575000047683716,0.5669698119163513,0.6366980671882629,0.8370370268821716,0.4152766168117523,72.70332183837891,0.6499999761581421,0.8983516693115234,0.761025607585907,1.0,0.4255456328392029,2.5e-06
5,72.59804084777832,0.5212500095367432,0.5547794699668884,0.5916826128959656,0.7613065242767334,0.43235740065574646,72.30205841064453,0.6499999761581421,0.9010988473892212,0.761025607585907,1.0,0.442138135433197,2.5e-06
6,72.17138610839844,0.5375000238418579,0.5814687013626099,0.5839834809303284,0.7124999761581421,0.4532928168773651,71.89969024658203,0.6499999761581421,0.9052197933197021,0.761025607585907,1.0,0.45280709862709045,2.5e-06
7,71.75264297485352,0.5587499737739563,0.6064707040786743,0.6011132001876831,0.7132353186607361,0.4732164144515991,71.49791107177734,0.6499999761581421,0.9010989665985107,0.761025607585907,1.0,0.4616006016731262,2.5e-06
8,71.36037940979004,0.5662500262260437,0.6013561487197876,0.5932072401046753,0.7015306353569031,0.48357337713241577,71.09822540283203,0.6499999761581421,0.8942307233810425,0.761025607585907,1.0,0.4718244671821594,2.5e-06
9,70.95462677001953,0.5662500262260437,0.5956992506980896,0.5606788992881775,0.6442785859107971,0.4894789755344391,70.70012054443359,0.675000011920929,0.8969780206680298,0.7743589282035828,1.0,0.4838496148586273,2.5e-06
10,70.5338542175293,0.6112499833106995,0.642419695854187,0.6191723346710205,0.6594724059104919,0.5194505453109741,70.29690093994141,0.7250000238418579,0.8956044316291809,0.7965811491012573,1.0,0.48627224564552307,2.5e-06
11,70.09518890380859,0.6662499904632568,0.7244374752044678,0.6440819501876831,0.7020725607872009,0.5518872737884521,69.90059509277344,0.75,0.8983516693115234,0.8068375587463379,0.9615384340286255,0.5012035369873047,2.5e-06
12,69.7075414276123,0.6499999761581421,0.711788535118103,0.640952467918396,0.6723716259002686,0.5459116697311401,69.49963989257813,0.75,0.9093406796455383,0.7999999523162842,0.9230769276618958,0.5068889260292053,2.5e-06
13,69.31041320800782,0.6549999713897705,0.7200000286102295,0.633369505405426,0.6607595086097717,0.5732059478759766,69.09989929199219,0.7749999761581421,0.9189560413360596,0.8142856359481812,0.9230769276618958,0.5190504789352417,2.5e-06
14,68.89198005676269,0.6974999904632568,0.7671413421630859,0.6649414896965027,0.6773399114608765,0.593681275844574,68.69906158447266,0.7749999761581421,0.9271978139877319,0.8142856359481812,0.9230769276618958,0.5257548093795776,2.5e-06
15,68.48926963806153,0.7350000143051147,0.7913979291915894,0.7123317718505859,0.7236180901527405,0.5974819660186768,68.30001831054688,0.7749999761581421,0.9285714030265808,0.8142856359481812,0.9230769276618958,0.5337485074996948,2.5e-06
16,68.07985664367676,0.7350000143051147,0.8146833181381226,0.7199755907058716,0.7216748595237732,0.6315324902534485,67.89967803955078,0.7749999761581421,0.9368131756782532,0.8142856359481812,0.9230769276618958,0.5431150794029236,2.5e-06
17,67.66313079833985,0.7599999904632568,0.8556362390518188,0.7437019944190979,0.7436548471450806,0.634848952293396,67.50120697021484,0.824999988079071,0.9395604133605957,0.8473858833312988,0.9615384340286255,0.5613366365432739,2.5e-06
18,67.28392921447754,0.7487499713897705,0.8427588939666748,0.7152143716812134,0.7183462381362915,0.6606559157371521,67.10743865966796,0.8500000238418579,0.942307710647583,0.8597668409347534,0.9230769276618958,0.5861026048660278,2.5e-06
19,66.8715338897705,0.7987499833106995,0.8741655349731445,0.7813879251480103,0.7835820913314819,0.6862602233886719,66.70982513427734,0.8500000238418579,0.9464285373687744,0.8597668409347534,0.9230769276618958,0.6022112965583801,2.5e-06
20,66.48112319946289,0.7987499833106995,0.8793967366218567,0.7731730937957764,0.7728394865989685,0.7055299878120422,66.3136962890625,0.8500000238418579,0.9478021860122681,0.8597668409347534,0.9230769276618958,0.6148393154144287,2.5e-06
21,66.11054969787598,0.7825000286102295,0.8740063905715942,0.7653375267982483,0.7440758347511292,0.7092644572257996,65.9180694580078,0.875,0.9505494832992554,0.8815850019454956,0.9615384340286255,0.6227559447288513,2.5e-06
22,65.68089500427246,0.8212500214576721,0.9086116552352905,0.8025984764099121,0.8179486989974976,0.7252699136734009,65.53163299560546,0.8500000238418579,0.9546703100204468,0.8684848546981812,0.8846153616905212,0.6522841453552246,2.5e-06
23,65.32175453186035,0.8212500214576721,0.8985990881919861,0.7989790439605713,0.799492359161377,0.7262725830078125,65.14232635498047,0.8500000238418579,0.9574175477027893,0.8684848546981812,0.8846153616905212,0.6696257591247559,2.5e-06
