epoch,accuracy,auc,f1_m,loss,recall,specificity,val_accuracy,val_auc,val_f1_m,val_loss,val_recall,val_specificity
0,0.4950000047683716,0.5358396172523499,0.12354759126901627,74.81696739196778,0.09002432972192764,0.7020457983016968,0.3499999940395355,0.2967032790184021,0.0,74.68804626464843,0.0,0.6646379232406616
1,0.5212500095367432,0.5252580642700195,0.19085712730884552,74.35503494262696,0.14882506430149078,0.6623631119728088,0.3499999940395355,0.3530219793319702,0.0,74.22889709472656,0.0,0.6401486992835999
2,0.5262500047683716,0.5181316137313843,0.3112221956253052,73.96710784912109,0.239130437374115,0.6340923309326172,0.3499999940395355,0.4217033088207245,0.0,73.77100982666016,0.0,0.6093786954879761
3,0.5137500166893005,0.5296529531478882,0.3371082544326782,73.52678337097169,0.29797980189323425,0.6077128648757935,0.3499999940395355,0.46565932035446167,0.0,73.33411865234375,0.0,0.5863887071609497
4,0.5274999737739563,0.5470097064971924,0.3751855194568634,73.10027801513672,0.34085214138031006,0.5911415219306946,0.3499999940395355,0.49450549483299255,0.0,72.90820617675782,0.0,0.5697356462478638
5,0.5400000214576721,0.5468995571136475,0.4278888404369354,72.68982933044434,0.39798489212989807,0.5694020390510559,0.3499999940395355,0.5288461446762085,0.0,72.49861145019531,0.0,0.5660497546195984
6,0.5600000023841858,0.5973312854766846,0.4512125849723816,72.25691886901855,0.4300000071525574,0.5794194936752319,0.3499999940395355,0.5714285373687744,0.0,72.08403167724609,0.0,0.5552352070808411
7,0.5975000262260437,0.6242005228996277,0.5292232632637024,71.84089988708496,0.5318065881729126,0.5583281517028809,0.4000000059604645,0.6016483306884766,0.11428570747375488,71.67654266357422,0.07692307978868484,0.5511471033096313
8,0.6012499928474426,0.6340880393981934,0.5163470506668091,71.43570457458496,0.5,0.5734517574310303,0.42500001192092896,0.6236264109611511,0.14999999105930328,71.27504272460938,0.11538461595773697,0.553050696849823
9,0.59375,0.6297160983085632,0.5302972793579102,71.04431533813477,0.5123762488365173,0.5615561604499817,0.42500001192092896,0.6703296899795532,0.14999999105930328,70.87179412841797,0.11538461595773697,0.5519906282424927
10,0.5962499976158142,0.6387218236923218,0.5565480589866638,70.6479174041748,0.5357142686843872,0.5725557208061218,0.550000011920929,0.7142857313156128,0.4688888490200043,70.46307678222657,0.42307692766189575,0.5405353903770447
11,0.6287500262260437,0.6702219247817993,0.6052692532539368,70.2379761505127,0.6175000071525574,0.5597217082977295,0.625,0.7252747416496277,0.6155555248260498,70.0660629272461,0.5384615659713745,0.5417808294296265
12,0.6449999809265137,0.6880813241004944,0.5989664196968079,69.827876663208,0.6212121248245239,0.575088620185852,0.675000011920929,0.7252746820449829,0.6721211671829224,69.67298889160156,0.6153846383094788,0.5457847714424133
13,0.6575000286102295,0.6950871348381042,0.6383264660835266,69.44164878845214,0.625,0.5645579695701599,0.6499999761581421,0.7472527027130127,0.6521211862564087,69.2732147216797,0.6153846383094788,0.5398625135421753
14,0.6474999785423279,0.6968021392822266,0.604137659072876,69.05135902404785,0.6365979313850403,0.5633829236030579,0.6499999761581421,0.7678571343421936,0.6521211862564087,68.8850112915039,0.6153846383094788,0.5509909391403198
15,0.7074999809265137,0.7782906293869019,0.6715518832206726,68.61221405029296,0.6501240730285645,0.613756000995636,0.675000011920929,0.7719780206680298,0.6767365336418152,68.48685913085937,0.692307710647583,0.5464062094688416
16,0.6837499737739563,0.7565100193023682,0.6444957256317139,68.2402123260498,0.6473684310913086,0.597232460975647,0.75,0.7980769276618958,0.7518880367279053,68.09517822265624,0.7692307829856873,0.5531314611434937
17,0.7112500071525574,0.78608238697052,0.6863912343978882,67.83896362304688,0.6483253836631775,0.6249732375144958,0.75,0.8282966613769531,0.752727210521698,67.6925277709961,0.807692289352417,0.5453413724899292
18,0.7262499928474426,0.8119463324546814,0.7030475735664368,67.43423606872558,0.696601927280426,0.6332458257675171,0.75,0.8420329689979553,0.752727210521698,67.29483947753906,0.807692289352417,0.5450642108917236
19,0.7400000095367432,0.8062788248062134,0.7272849082946777,67.05846221923828,0.7303921580314636,0.6293410658836365,0.7250000238418579,0.8530219793319702,0.7393938899040222,66.89997863769531,0.807692289352417,0.5492390394210815
20,0.7174999713897705,0.8074491024017334,0.684547483921051,66.67522705078125,0.704960823059082,0.6423354148864746,0.7749999761581421,0.8653846383094788,0.7727272510528564,66.51583404541016,0.807692289352417,0.5795466303825378
21,0.7562500238418579,0.8325801491737366,0.7245649695396423,66.2820908355713,0.7160804271697998,0.6685581803321838,0.7749999761581421,0.8818681240081787,0.7727272510528564,66.12186584472656,0.807692289352417,0.5861604809761047
22,0.7762500047683716,0.8588109016418457,0.7433829307556152,65.87555801391602,0.7424242496490479,0.6971797943115234,0.7749999761581421,0.8901098966598511,0.7727272510528564,65.7352523803711,0.807692289352417,0.6072286367416382
23,0.7962499856948853,0.8689504861831665,0.7837892770767212,65.48860214233399,0.7843601703643799,0.6979349255561829,0.7749999761581421,0.8983516693115234,0.7727272510528564,65.3433349609375,0.807692289352417,0.612192690372467
24,0.800000011920929,0.8690904378890991,0.7789795398712158,65.11826484680176,0.7713567614555359,0.6974372267723083,0.800000011920929,0.9038461446762085,0.7872726917266846,64.95787506103515,0.807692289352417,0.6305451393127441
25,0.7950000166893005,0.8834673762321472,0.759044349193573,64.73077270507812,0.7740259766578674,0.6937806606292725,0.800000011920929,0.9134615063667297,0.7872726917266846,64.57633209228516,0.807692289352417,0.6546651721000671
26,0.8137500286102295,0.8951212167739868,0.7988229990005493,64.33950878143311,0.780548632144928,0.7292376160621643,0.800000011920929,0.9175823926925659,0.7872726917266846,64.1944580078125,0.807692289352417,0.6727014780044556
27,0.8025000095367432,0.8995001912117004,0.7806649804115295,63.969272499084475,0.7718446850776672,0.7502905130386353,0.824999988079071,0.9175823926925659,0.8084848523139954,63.812600708007814,0.8461538553237915,0.6724798083305359
28,0.8237500190734863,0.9116899967193604,0.7957500219345093,63.58165592193603,0.8072916865348816,0.7489689588546753,0.824999988079071,0.9217033386230469,0.8084848523139954,63.43858413696289,0.8461538553237915,0.694208025932312
29,0.8199999928474426,0.8978991508483887,0.8041965961456299,63.23619262695313,0.8044554591178894,0.7611639499664307,0.824999988079071,0.9271978735923767,0.8084848523139954,63.06490936279297,0.8461538553237915,0.7018588781356812
30,0.8212500214576721,0.8987287282943726,0.8101563453674316,62.87501651763916,0.8138957619667053,0.7565549612045288,0.824999988079071,0.9299451112747192,0.8084848523139954,62.69455108642578,0.8461538553237915,0.7122365832328796
31,0.8324999809265137,0.9110321402549744,0.8168777227401733,62.49307662963867,0.8206388354301453,0.7637085914611816,0.824999988079071,0.9313187003135681,0.8084848523139954,62.32522430419922,0.8461538553237915,0.715326726436615
32,0.8475000262260437,0.9241299033164978,0.8290696144104004,62.11581142425537,0.8550368547439575,0.764549970626831,0.824999988079071,0.9313186407089233,0.8084848523139954,61.96362075805664,0.8461538553237915,0.735057532787323
33,0.8462499976158142,0.9383114576339722,0.8255916833877563,61.72739227294922,0.8307692408561707,0.787708580493927,0.824999988079071,0.932692289352417,0.8084848523139954,61.60261840820313,0.8461538553237915,0.7514140009880066
34,0.824999988079071,0.9132139086723328,0.800942599773407,61.42396064758301,0.7965260744094849,0.7674655914306641,0.824999988079071,0.9313186407089233,0.8084848523139954,61.23909149169922,0.8461538553237915,0.7510429620742798
35,0.8700000047683716,0.9374432563781738,0.8586239814758301,61.015469779968264,0.8578811287879944,0.8110145330429077,0.824999988079071,0.9381868243217468,0.8084848523139954,60.878841400146484,0.8461538553237915,0.756658673286438
36,0.8537499904632568,0.9340572357177734,0.8443653583526611,60.67458305358887,0.8602409362792969,0.8016506433486938,0.824999988079071,0.9423076510429382,0.8084848523139954,60.51872940063477,0.8461538553237915,0.7585245370864868
37,0.8725000023841858,0.93310546875,0.8682729601860046,60.32229782104492,0.8786407709121704,0.8018518090248108,0.824999988079071,0.9464285373687744,0.8084848523139954,60.1616455078125,0.8461538553237915,0.7602764368057251
38,0.8774999976158142,0.9426641464233398,0.8652087450027466,59.951482963562015,0.878238320350647,0.7982938885688782,0.824999988079071,0.9464285373687744,0.8084848523139954,59.814884948730466,0.8461538553237915,0.7847224473953247
39,0.8500000238418579,0.9228473901748657,0.8431538343429565,59.64936275482178,0.8370370268821716,0.7923322916030884,0.824999988079071,0.9505494832992554,0.8084848523139954,59.46018524169922,0.8461538553237915,0.7813912034034729
40,0.8974999785423279,0.9627261161804199,0.8876021504402161,59.21069553375244,0.8956742882728577,0.835914671421051,0.824999988079071,0.9505494236946106,0.8084848523139954,59.111880493164065,0.8461538553237915,0.7929995656013489
41,0.8799999952316284,0.9511263370513916,0.8597270846366882,58.893446083068845,0.868686854839325,0.8314518928527832,0.824999988079071,0.9505494236946106,0.8084848523139954,58.76115264892578,0.8461538553237915,0.792763888835907
42,0.8912500143051147,0.9529497623443604,0.8705293536186218,58.54577564239502,0.8796992301940918,0.8356992602348328,0.824999988079071,0.9505494236946106,0.8084848523139954,58.41214447021484,0.8461538553237915,0.7935669422149658
43,0.8824999928474426,0.9503450393676758,0.874717652797699,58.203158416748046,0.8737623691558838,0.8389620780944824,0.824999988079071,0.9505494236946106,0.8084848523139954,58.0646255493164,0.8461538553237915,0.7933202385902405
44,0.893750011920929,0.9571975469589233,0.8705769181251526,57.84733558654785,0.8808932900428772,0.8465728759765625,0.824999988079071,0.9505494832992554,0.8084848523139954,57.72180938720703,0.8461538553237915,0.7960141897201538
45,0.8762500286102295,0.9506081342697144,0.8547436594963074,57.527608680725095,0.8706467747688293,0.8377075791358948,0.824999988079071,0.9491758346557617,0.8084848523139954,57.3795768737793,0.8461538553237915,0.7992703914642334
46,0.8987500071525574,0.9557270407676697,0.8957865834236145,57.16983325958252,0.8894472122192383,0.8327082991600037,0.824999988079071,0.9505494832992554,0.8084848523139954,57.04006118774414,0.8461538553237915,0.8054252862930298
47,0.8849999904632568,0.9516891241073608,0.87319016456604,56.84472839355469,0.8832487463951111,0.824595034122467,0.824999988079071,0.9505494236946106,0.8084848523139954,56.70326385498047,0.8461538553237915,0.8118813633918762
48,0.90625,0.9603280425071716,0.8929679989814758,56.48578453063965,0.8924999833106995,0.8626400232315063,0.824999988079071,0.9519230127334595,0.8084848523139954,56.363146209716795,0.8461538553237915,0.8119356036186218
49,0.8962500095367432,0.9579309225082397,0.8757724761962891,56.15613231658936,0.8839505910873413,0.8503974080085754,0.824999988079071,0.9532966613769531,0.8084848523139954,56.02599105834961,0.8461538553237915,0.814243495464325
