,loss,auc_2,f1_m,accuracy,val_loss,val_auc_2,val_f1_m,val_accuracy,lr
32,31.070958491734096,0.5941329598426819,0.547795295715332,0.5142857432365417,31.064653396606445,0.6346153616905212,0.7587878704071045,0.675000011920929,2.5e-07
33,31.061191068376814,0.6176019906997681,0.6158473491668701,0.5785714387893677,31.056616592407227,0.6181318759918213,0.7587878704071045,0.675000011920929,2.5e-07
34,31.054551206316265,0.5602233409881592,0.6001826524734497,0.5464285612106323,31.048186111450196,0.6098901033401489,0.7587878704071045,0.675000011920929,2.5e-07
35,31.045711081368584,0.5799999833106995,0.6066409349441528,0.550000011920929,31.03974723815918,0.6387362480163574,0.7767366170883179,0.699999988079071,2.5e-07
36,31.039440264020648,0.5470054745674133,0.597326397895813,0.5464285612106323,31.031451416015624,0.6703296899795532,0.7767366170883179,0.699999988079071,2.5e-07
37,31.03088962009975,0.588358998298645,0.5756644606590271,0.5392857193946838,31.02350730895996,0.6428571343421936,0.7767366170883179,0.699999988079071,2.5e-07
38,31.021575273786272,0.5992652773857117,0.5966683626174927,0.5678571462631226,31.015288162231446,0.6428571343421936,0.7767366170883179,0.699999988079071,2.5e-07
39,31.01212180001395,0.6201952695846558,0.6207493543624878,0.5821428298950195,31.007075119018555,0.6620879173278809,0.7767366170883179,0.699999988079071,2.5e-07
40,31.002281188964844,0.6582359075546265,0.6237147450447083,0.6071428656578064,30.998789596557618,0.6703296899795532,0.7767366170883179,0.699999988079071,2.5e-07
41,30.996600723266603,0.6071282625198364,0.5719476938247681,0.5571428537368774,30.990976333618164,0.6346153616905212,0.7767366170883179,0.699999988079071,2.5e-07
42,30.988705335344587,0.6226198077201843,0.5841578841209412,0.5857142806053162,30.98293266296387,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
43,30.980810819353376,0.6093168258666992,0.5990713834762573,0.5785714387893677,30.9748477935791,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
44,30.974295370919364,0.5694019198417664,0.5789498090744019,0.5535714030265808,30.966618728637695,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
