epoch,accuracy,auc_1,loss,val_accuracy,val_auc_1,val_loss
25,0.8812500238418579,0.94349205493927,0.31263488028198483,0.3499999940395355,0.6208791136741638,0.9574899196624755
26,0.9437500238418579,0.991319477558136,0.1574260567314923,0.3499999940395355,0.6758241653442383,1.066390287876129
27,0.918749988079071,0.9799718856811523,0.18289406010881065,0.3499999940395355,0.7939560413360596,1.1443822979927063
28,0.949999988079071,0.9698389768600464,0.19605706110596657,0.3499999940395355,0.8502747416496277,1.1791794419288635
29,0.918749988079071,0.9853333234786987,0.18066827673465014,0.3499999940395355,0.8997253179550171,1.09801527261734
30,0.9437500238418579,0.9870635271072388,0.16511828880757093,0.3499999940395355,0.8969780206680298,0.9132827043533325
31,0.90625,0.9556249976158142,0.26539769284427167,0.4000000059604645,0.9299450516700745,0.8299420118331909
32,0.925000011920929,0.9819530844688416,0.18120823837816716,0.675000011920929,0.9313186407089233,0.6033135294914246
33,0.949999988079071,0.9846851229667664,0.14482677821069956,0.800000011920929,0.833791196346283,0.4614415466785431
34,0.949999988079071,0.9800809621810913,0.1496513145044446,0.75,0.9079670310020447,0.5369067847728729
35,0.925000011920929,0.987777829170227,0.15047328909859062,0.699999988079071,0.9175823926925659,0.61491459608078
36,0.9437500238418579,0.98317950963974,0.16081590056419373,0.800000011920929,0.8736263513565063,0.4635056793689728
37,0.949999988079071,0.9834223985671997,0.143077574018389,0.800000011920929,0.916208803653717,0.46714250445365907
38,0.949999988079071,0.9848840832710266,0.15051798354834317,0.574999988079071,0.916208803653717,0.9871199131011963
39,0.9624999761581421,0.9822515249252319,0.1512034112587571,0.7250000238418579,0.7829670906066895,0.6253355622291565
40,0.9750000238418579,0.9966555237770081,0.10066856052726507,0.699999988079071,0.8035714030265808,0.6866178035736084
41,0.9437500238418579,0.9798768758773804,0.14318308513611555,0.699999988079071,0.7829669713973999,0.6792111337184906
42,0.9624999761581421,0.994239330291748,0.11166397538036107,0.6499999761581421,0.8090659379959106,0.6642245948314667
43,0.9750000238418579,0.9907016754150391,0.11433514384552837,0.800000011920929,0.8159340620040894,0.6044679045677185
44,0.9750000238418579,0.9953842163085938,0.08865934214554727,0.800000011920929,0.817307710647583,0.6325513303279877
0,0.4437499940395355,0.4217621684074402,0.8692674964666367,0.6499999761581421,0.5,0.6910832524299622
1,0.4375,0.39148804545402527,0.909364840388298,0.3499999940395355,0.5,0.6945740222930908
2,0.5562499761581421,0.5860585570335388,0.7375221222639083,0.6499999761581421,0.5,0.6903721809387207
3,0.5375000238418579,0.5741415023803711,0.7706250548362732,0.6499999761581421,0.5,0.6897791504859925
4,0.5625,0.5537474751472473,0.7930624544620514,0.6499999761581421,0.5,0.6917366027832031
5,0.543749988079071,0.5324421525001526,0.7739000350236893,0.3499999940395355,0.5,0.7034428000450135
6,0.606249988079071,0.6224937438964844,0.7130941793322563,0.3499999940395355,0.5,0.7253885984420776
7,0.6000000238418579,0.6639024019241333,0.6490150064229965,0.3499999940395355,0.5,0.731279170513153
8,0.7124999761581421,0.7736660838127136,0.5903531283140182,0.3499999940395355,0.5,0.7158935546875
9,0.731249988079071,0.7609138488769531,0.5877183005213737,0.6499999761581421,0.5,0.6897911906242371
10,0.7562500238418579,0.8184872269630432,0.5307829931378365,0.3499999940395355,0.5,0.6951357007026673
11,0.71875,0.8086371421813965,0.5354262635111808,0.6499999761581421,0.5,0.6826053500175476
12,0.7250000238418579,0.8047462105751038,0.5514468014240265,0.6499999761581421,0.5,0.6745777130126953
13,0.78125,0.8510704636573792,0.46650087982416155,0.6499999761581421,0.5,0.6612921714782715
14,0.768750011920929,0.8428890705108643,0.5171358682215214,0.6499999761581421,0.5,0.6698788046836853
15,0.7124999761581421,0.7805907130241394,0.5913877859711647,0.6499999761581421,0.5,0.665620219707489
16,0.7749999761581421,0.8566728830337524,0.4639152944087982,0.6499999761581421,0.5,0.671013343334198
17,0.8062499761581421,0.8492549657821655,0.5067577011883259,0.6499999761581421,0.5,0.6743138194084167
18,0.8500000238418579,0.9106667041778564,0.38608801886439326,0.6499999761581421,0.5,0.6834866046905518
19,0.800000011920929,0.8832467198371887,0.4371184766292572,0.6499999761581421,0.5,0.6741305112838745
20,0.8687499761581421,0.9407966732978821,0.3370548512786627,0.3499999940395355,0.5,0.6994123816490173
21,0.8187500238418579,0.8762531280517578,0.46597678363323214,0.3499999940395355,0.5192307829856873,0.701077115535736
22,0.8187500238418579,0.8988243341445923,0.41485258415341375,0.6499999761581421,0.6071428656578064,0.659448504447937
23,0.831250011920929,0.9287405610084534,0.336343739181757,0.6499999761581421,0.5,0.6791022539138794
24,0.8125,0.8987531661987305,0.4461847148835659,0.6499999761581421,0.4615384638309479,0.6609044790267944
25,0.8812500238418579,0.9432795643806458,0.29490028899163007,0.3499999940395355,0.4780219495296478,0.7126596212387085
26,0.8999999761581421,0.9410064220428467,0.30232078954577446,0.3499999940395355,0.43406593799591064,0.7258130192756653
27,0.90625,0.9760600924491882,0.21026470325887203,0.3499999940395355,0.5741758346557617,0.7313218951225281
28,0.925000011920929,0.9735276103019714,0.20884366184473038,0.30000001192092896,0.5137362480163574,0.7004758954048157
29,0.862500011920929,0.9481707215309143,0.30061392560601236,0.3499999940395355,0.5906593799591064,0.704944908618927
30,0.875,0.9536848664283752,0.2811897037550807,0.5249999761581421,0.5865384340286255,0.6868349790573121
31,0.956250011920929,0.9869204759597778,0.14359507393091916,0.6000000238418579,0.6510989665985107,0.6746817111968995
32,0.9375,0.9747023582458496,0.2027563786599785,0.44999998807907104,0.692307710647583,0.7359887838363648
33,0.9125000238418579,0.9790493845939636,0.20822579618543385,0.44999998807907104,0.8598901033401489,1.0506610214710235
34,0.8999999761581421,0.9660087823867798,0.23484246339648962,0.550000011920929,0.7596153616905212,0.840835303068161
35,0.8999999761581421,0.9568480253219604,0.2646017481572926,0.7250000238418579,0.8640109896659851,0.5760915398597717
36,0.9437500238418579,0.9928977489471436,0.13443326074630021,0.550000011920929,0.7802197933197021,0.6567582488059998
37,0.956250011920929,0.9923921823501587,0.1098325573373586,0.824999988079071,0.9134615659713745,0.37472075819969175
0,0.625,0.6432225108146667,0.6782166600227356,0.3499999940395355,0.5,0.696716570854187
1,0.42500001192092896,0.4744245707988739,0.7900636076927186,0.3499999940395355,0.5,0.6995552778244019
2,0.574999988079071,0.5263158082962036,0.7245084643363953,0.3499999940395355,0.5,0.7040475368499756
3,0.44999998807907104,0.53125,0.7499438524246216,0.3499999940395355,0.5,0.7096121311187744
4,0.574999988079071,0.5176767706871033,0.7828254580497742,0.3499999940395355,0.5,0.7137018203735351
5,0.44999998807907104,0.4757033586502075,0.7522195816040039,0.3499999940395355,0.5,0.717729115486145
6,0.44999998807907104,0.5275689363479614,0.7240383625030518,0.3499999940395355,0.5,0.7216095089912414
7,0.5249999761581421,0.5013020634651184,0.7207961082458496,0.3499999940395355,0.5,0.723289966583252
8,0.574999988079071,0.58203125,0.72684246301651,0.3499999940395355,0.5,0.723560881614685
9,0.4749999940395355,0.5026041269302368,0.7958206415176392,0.3499999940395355,0.5,0.7253852963447571
10,0.44999998807907104,0.32456138730049133,0.9505262613296509,0.3499999940395355,0.5,0.7284806251525879
11,0.550000011920929,0.5573333501815796,0.8059269785881042,0.3499999940395355,0.5,0.7278106451034546
12,0.30000001192092896,0.33712121844291687,0.8299379467964172,0.3499999940395355,0.5,0.723226010799408
13,0.5,0.5013736486434937,0.7126755356788635,0.3499999940395355,0.5,0.7153807520866394
14,0.574999988079071,0.6002603769302368,0.6904239892959595,0.3499999940395355,0.5,0.7060321569442749
15,0.550000011920929,0.6510416865348816,0.7050647675991059,0.3499999940395355,0.5,0.701737904548645
16,0.6000000238418579,0.5664160251617432,0.7154532909393311,0.3499999940395355,0.5,0.7015441656112671
17,0.4749999940395355,0.4761904776096344,0.7863206624984741,0.3499999940395355,0.5,0.7023870825767518
18,0.6000000238418579,0.6466165781021118,0.6580516695976257,0.3499999940395355,0.5,0.7020888566970825
19,0.6000000238418579,0.6613333225250244,0.6803259730339051,0.3499999940395355,0.5,0.7043173789978028
20,0.824999988079071,0.9225000143051147,0.4513326406478882,0.3499999940395355,0.5,0.702916955947876
21,0.699999988079071,0.7752525210380554,0.6090525031089783,0.3499999940395355,0.5,0.6984830617904663
22,0.625,0.6837500333786011,0.6962031483650207,0.3499999940395355,0.5,0.6934167385101319
23,0.574999988079071,0.6299999952316284,0.7515925526618957,0.6499999761581421,0.5,0.6891480922698975
24,0.625,0.7105263471603394,0.6380096435546875,0.6499999761581421,0.5,0.6853443145751953
25,0.7250000238418579,0.7556390762329102,0.5794080972671509,0.6499999761581421,0.5,0.6834941267967224
26,0.675000011920929,0.7549999952316284,0.5840063095092773,0.6499999761581421,0.5,0.6818212032318115
27,0.7749999761581421,0.8007519245147705,0.5522385269403458,0.6499999761581421,0.5,0.6800329685211182
28,0.675000011920929,0.7599999904632568,0.5854575097560882,0.6499999761581421,0.5,0.6803252100944519
29,0.675000011920929,0.7418546676635742,0.6129739284515381,0.6499999761581421,0.5,0.6798002243041992
30,0.75,0.8030690550804138,0.5293193399906159,0.6499999761581421,0.5,0.6773900985717773
31,0.800000011920929,0.8721804618835449,0.46218515038490293,0.6499999761581421,0.5,0.6749992609024048
32,0.675000011920929,0.7045453786849976,0.6625977039337159,0.6499999761581421,0.5,0.6734302639961243
33,0.6499999761581421,0.6987500190734863,0.6427201867103577,0.6499999761581421,0.5,0.6703922629356385
34,0.800000011920929,0.8499999642372131,0.5022956609725953,0.6499999761581421,0.5,0.6664430975914002
35,0.7749999761581421,0.8433583974838257,0.47601097226142886,0.6499999761581421,0.5,0.6633548974990845
36,0.6499999761581421,0.7631579041481018,0.6125250518321991,0.6499999761581421,0.5,0.661517608165741
37,0.800000011920929,0.828125,0.5796525418758393,0.6499999761581421,0.5,0.6586662888526916
38,0.7749999761581421,0.9244791269302368,0.4036149263381958,0.6499999761581421,0.5,0.6548771500587464
39,0.875,0.9298245906829834,0.3572204768657684,0.6499999761581421,0.5,0.6523110866546631
40,0.699999988079071,0.7899999618530273,0.5548694163560868,0.6499999761581421,0.5,0.650636887550354
41,0.7250000238418579,0.8434343338012695,0.499718177318573,0.6499999761581421,0.5,0.6496617436408997
42,0.699999988079071,0.8295454978942871,0.5000545024871826,0.6499999761581421,0.5,0.6489593029022217
43,0.800000011920929,0.8872180581092834,0.4600819289684296,0.6499999761581421,0.5,0.6485174536705017
44,0.625,0.7557544708251953,0.6452658891677856,0.6499999761581421,0.5,0.6483338117599488
0,0.375,0.3934836983680725,0.8552083253860474,0.375,0.37362635135650635,0.8607097148895264
1,0.3499999940395355,0.316919207572937,0.8890884041786193,0.375,0.37362638115882874,0.8533800601959228
2,0.6000000238418579,0.5598958134651184,0.6947245121002197,0.375,0.38049450516700745,0.847292423248291
3,0.375,0.37066662311553955,0.8923033237457275,0.375,0.38049447536468506,0.8404964089393616
4,0.625,0.5473145842552185,0.7397310018539429,0.375,0.3901098668575287,0.8285757422447204
5,0.44999998807907104,0.4148351550102234,0.8873797655105591,0.375,0.38324177265167236,0.8257005333900451
6,0.5,0.4085213243961334,0.8049401760101318,0.4000000059604645,0.4038461446762085,0.8212840318679809
7,0.5249999761581421,0.5200501084327698,0.7417405247688293,0.4000000059604645,0.39835166931152344,0.812479555606842
8,0.375,0.4075000286102295,0.8290125727653503,0.4000000059604645,0.4107142984867096,0.8042033553123474
9,0.5,0.5,0.8164485335350037,0.4000000059604645,0.4244505763053894,0.792841112613678
10,0.550000011920929,0.5498721599578857,0.7214385986328125,0.4000000059604645,0.4395604431629181,0.7829046010971069
11,0.5249999761581421,0.5224999785423279,0.7791179656982422,0.4000000059604645,0.4423076808452606,0.7745980739593505
12,0.4749999940395355,0.5479999780654907,0.7071386218070984,0.42500001192092896,0.4450549781322479,0.763779592514038
13,0.4749999940395355,0.48245611786842346,0.7551955699920654,0.44999998807907104,0.45879122614860535,0.7494428634643555
14,0.550000011920929,0.57421875,0.6919155836105346,0.44999998807907104,0.44505488872528076,0.739600396156311
15,0.42500001192092896,0.3190104067325592,0.8751505732536315,0.44999998807907104,0.46291208267211914,0.732166838645935
16,0.6000000238418579,0.6171875596046448,0.7543445587158203,0.44999998807907104,0.48763737082481384,0.7306879043579102
17,0.4749999940395355,0.4168798327445984,0.825277316570282,0.44999998807907104,0.49725276231765747,0.7281676411628724
18,0.5249999761581421,0.47374996542930603,0.7060858845710755,0.4749999940395355,0.5013735890388489,0.7246913909912109
19,0.4749999940395355,0.5453333258628845,0.7762926340103149,0.4749999940395355,0.5041208863258362,0.7161645293235779
20,0.4749999940395355,0.46741849184036255,0.8110170364379883,0.4749999940395355,0.5068681240081787,0.7104398965835571
21,0.75,0.7317708134651184,0.6336971044540405,0.4749999940395355,0.5233516693115234,0.7078287601470947
22,0.42500001192092896,0.46163681149482727,0.7391700625419617,0.5249999761581421,0.5329670906066895,0.708631718158722
23,0.4749999940395355,0.6061381101608276,0.6768014788627624,0.5249999761581421,0.5398351550102234,0.7017809391021729
24,0.550000011920929,0.5550000071525574,0.7140510439872741,0.5249999761581421,0.5521978735923767,0.6982887506484985
25,0.6000000238418579,0.6237373948097229,0.651356554031372,0.5249999761581421,0.5453296303749084,0.6984822511672973
26,0.4749999940395355,0.5268542170524597,0.738595724105835,0.5249999761581421,0.541208803653717,0.7011426210403442
27,0.6499999761581421,0.6641603708267212,0.6232671678066254,0.5249999761581421,0.5645604729652405,0.7050377726554871
28,0.5249999761581421,0.43989771604537964,0.7901076316833496,0.5,0.5714285969734192,0.7063920974731446
29,0.6499999761581421,0.5396419167518616,0.7144123196601868,0.5,0.5920330286026001,0.706221342086792
30,0.4749999940395355,0.5403646230697632,0.7633821845054627,0.5249999761581421,0.5947802066802979,0.69919912815094
31,0.550000011920929,0.6625000238418579,0.6435366034507751,0.5249999761581421,0.5865384936332703,0.6873647928237915
32,0.5,0.40852126479148865,0.7375695586204529,0.5249999761581421,0.5879120826721191,0.6808656215667724
33,0.574999988079071,0.7005208134651184,0.621555608510971,0.5249999761581421,0.6030219793319702,0.6799787163734436
34,0.675000011920929,0.630050539970398,0.6734644293785095,0.5249999761581421,0.6043956279754639,0.674582302570343
35,0.574999988079071,0.5513784289360046,0.6812699556350708,0.5249999761581421,0.615384578704834,0.6709938645362854
36,0.5249999761581421,0.6662404537200928,0.6592954754829407,0.550000011920929,0.6098901033401489,0.660815167427063
37,0.44999998807907104,0.43733328580856323,0.7826765418052674,0.574999988079071,0.6346153616905212,0.6489021182060242
38,0.4749999940395355,0.6200000047683716,0.6750156164169312,0.6000000238418579,0.6469780206680298,0.6361334919929504
39,0.625,0.5652173757553101,0.7790482878684998,0.574999988079071,0.6469780206680298,0.6289261460304261
40,0.5,0.6315789818763733,0.7119804978370666,0.6000000238418579,0.656593382358551,0.6235850572586059
41,0.5249999761581421,0.5501253008842468,0.7683223366737366,0.6000000238418579,0.6607142686843872,0.6203790783882142
42,0.550000011920929,0.7234848737716675,0.6226734161376953,0.625,0.6675823926925659,0.6178116917610168
43,0.4749999940395355,0.5076726078987122,0.8022349238395691,0.6000000238418579,0.6675823926925659,0.6122260332107544
44,0.6000000238418579,0.6453633904457092,0.67209894657135,0.6000000238418579,0.6785714030265808,0.6074880361557007
0,0.6000000238418579,0.6770833134651184,0.6369581818580627,0.6000000238418579,0.6813187003135681,0.6043069958686829
1,0.5249999761581421,0.4680306911468506,0.7913097620010376,0.625,0.688186764717102,0.6031923532485962
2,0.574999988079071,0.6800000071525574,0.6436838984489441,0.6499999761581421,0.6964285373687744,0.6041659832000732
3,0.574999988079071,0.76953125,0.6347949981689454,0.6000000238418579,0.6964285969734192,0.6024030208587646
4,0.6499999761581421,0.7340153455734253,0.579509162902832,0.625,0.6991758346557617,0.5989831924438477
5,0.5,0.6565934419631958,0.6423641264438629,0.675000011920929,0.7087912559509277,0.5936157464981079
6,0.75,0.7994986772537231,0.5519385635852814,0.675000011920929,0.7170329093933105,0.5902785897254944
7,0.6499999761581421,0.6303257942199707,0.6974884152412415,0.675000011920929,0.7170329689979553,0.5882625818252564
8,0.5249999761581421,0.4948849380016327,0.7773175477981568,0.6499999761581421,0.7115384340286255,0.5886910796165467
9,0.4749999940395355,0.4612500071525574,0.7722739219665528,0.6000000238418579,0.7184065580368042,0.5914376974105835
10,0.5249999761581421,0.5789473652839661,0.7446075677871704,0.6000000238418579,0.7184065580368042,0.5926360607147216
11,0.574999988079071,0.6262626647949219,0.6570778012275695,0.625,0.7362637519836426,0.5942508459091187
12,0.675000011920929,0.6679292917251587,0.644381868839264,0.6000000238418579,0.7321428060531616,0.5972536325454711
13,0.6000000238418579,0.5625,0.6621751904487609,0.574999988079071,0.7390110492706299,0.6001043438911438
14,0.6000000238418579,0.6925000548362732,0.6162551283836365,0.574999988079071,0.7527472972869873,0.5992523074150086
15,0.625,0.6477271914482117,0.6621398270130158,0.574999988079071,0.7527472972869873,0.5927019834518432
16,0.699999988079071,0.7130326628684998,0.6678053915500641,0.574999988079071,0.754120945930481,0.5902133226394654
17,0.6000000238418579,0.6691729426383972,0.6242829084396362,0.574999988079071,0.7596154808998108,0.5856838583946228
18,0.574999988079071,0.5525000095367432,0.6595957517623902,0.574999988079071,0.7596154808998108,0.5827511191368103
19,0.5,0.5050125122070312,0.77809237241745,0.574999988079071,0.7747253775596619,0.5785266280174255
20,0.675000011920929,0.6587499976158142,0.6650673508644104,0.574999988079071,0.7747253775596619,0.5746489524841308
21,0.6499999761581421,0.6679292321205139,0.6101232051849366,0.6000000238418579,0.7664836049079895,0.5681756377220154
22,0.5249999761581421,0.6265663504600525,0.7238614559173584,0.625,0.7623625993728638,0.5607312202453614
23,0.7250000238418579,0.7013334035873413,0.6065786719322205,0.6000000238418579,0.7733517289161682,0.5574062824249267
24,0.5249999761581421,0.5887500047683716,0.6649994254112244,0.6000000238418579,0.7939561009407043,0.5535899877548218
25,0.550000011920929,0.5971867442131042,0.7314859628677368,0.625,0.7980769872665405,0.5499456048011779
26,0.550000011920929,0.6520000100135803,0.7249649047851563,0.6000000238418579,0.7857143878936768,0.5514047741889954
27,0.574999988079071,0.6349999904632568,0.6939629256725312,0.6000000238418579,0.7884615659713745,0.5535749077796936
28,0.699999988079071,0.7815656661987305,0.5534292101860047,0.6000000238418579,0.7884615659713745,0.5574895024299622
29,0.5,0.5140665173530579,0.7254162669181824,0.6000000238418579,0.7815935015678406,0.5631235480308533
30,0.6000000238418579,0.6662500500679016,0.6065770924091339,0.6000000238418579,0.7829671502113342,0.5643460392951966
31,0.5249999761581421,0.6515151858329773,0.6080789566040039,0.625,0.7884616255760193,0.5606096506118774
32,0.75,0.7212276458740234,0.6229500651359559,0.625,0.7884616255760193,0.5582996845245362
33,0.5,0.689333438873291,0.6001722395420075,0.625,0.7884615659713745,0.5537163972854614
34,0.6000000238418579,0.7042606472969055,0.6351849913597107,0.6000000238418579,0.7884616255760193,0.5478284239768982
35,0.550000011920929,0.5677083134651184,0.7333744764328003,0.6000000238418579,0.7939561009407043,0.5412099123001098
