epoch,loss,mask1_accuracy,mask1_loss,mask2_accuracy,mask2_loss,score_accuracy,score_auc_2,score_f1_m,score_loss,val_loss,val_mask1_accuracy,val_mask1_loss,val_mask2_accuracy,val_mask2_loss,val_score_accuracy,val_score_auc_2,val_score_f1_m,val_score_loss
0,19.231477628435407,0.5178571343421936,1.9568620920181274,0.5285714268684387,1.823559045791626,0.5678571462631226,0.562666654586792,0.4650382995605469,0.914936363697052,21.212987899780273,0.375,20.099863052368164,0.3499999940395355,28.630596160888672,0.3499999940395355,0.5604395270347595,0.0,0.8214036226272583
1,14.219905281066895,0.5642856955528259,0.7313108444213867,0.5714285969734192,0.8860540390014648,0.6499999761581421,0.6941170692443848,0.6406885981559753,0.6410302519798279,12.455812072753906,0.574999988079071,3.229940891265869,0.5249999761581421,0.8521909713745117,0.625,0.7032966613769531,0.6355554461479187,0.6661704778671265
2,10.560087340218681,0.5857142806053162,0.6805466413497925,0.6214285492897034,0.6867339015007019,0.7035714387893677,0.7551625967025757,0.672491192817688,0.637708842754364,30.727932357788085,0.625,0.7007375955581665,0.3499999940395355,51.432373046875,0.6499999761581421,0.5,0.761025607585907,17.24567413330078
3,7.926665796552386,0.5928571224212646,0.826490044593811,0.5464285612106323,0.8654127717018127,0.6678571701049805,0.7160645127296448,0.5499133467674255,0.6186487078666687,19.866024780273438,0.6499999761581421,0.8313924670219421,0.6499999761581421,9.064726829528809,0.6499999761581421,0.5,0.761025607585907,12.807365417480469
4,5.888560635702951,0.6714285612106323,0.6308383345603943,0.7035714387893677,0.5743120312690735,0.75,0.8305560946464539,0.7464315891265869,0.5148752331733704,7.922896671295166,0.4749999940395355,4.430901050567627,0.44999998807907104,1.2740075588226318,0.625,0.3791208863258362,0.7405127286911011,2.8699986934661865
5,4.447781835283552,0.7428571581840515,0.5365137457847595,0.6499999761581421,0.6998857855796814,0.8142856955528259,0.8850547671318054,0.8014450073242188,0.4291035830974579,6.290988445281982,0.574999988079071,1.0992188453674316,0.6499999761581421,0.5427618026733398,0.574999988079071,0.3530219793319702,0.6897190809249878,2.7843661308288574
6,3.530769511631557,0.7107142806053162,0.7063316106796265,0.6857143044471741,0.7843042612075806,0.7964285612106323,0.8615170121192932,0.7038547992706299,0.4654083251953125,4.473191499710083,0.4749999940395355,4.628016471862793,0.4749999940395355,0.9051186442375183,0.4749999940395355,0.781593382358551,0.2809523642063141,1.4074510335922241
7,2.8578387669154575,0.7392857074737549,0.5337788462638855,0.5785714387893677,0.6809294819831848,0.7678571343421936,0.834261953830719,0.6940218210220337,0.5285415649414062,4.299728631973267,0.3499999940395355,16.216596603393555,0.6499999761581421,0.8976429104804993,0.574999988079071,0.43406593799591064,0.6897190809249878,0.680605947971344
8,2.3541113887514387,0.7357142567634583,0.5180932879447937,0.5571428537368774,0.7247681021690369,0.7035714387893677,0.7938480377197266,0.7265470027923584,0.5464147329330444,2.2274869680404663,0.6000000238418579,1.2520837783813477,0.574999988079071,0.6257718801498413,0.625,0.8956043720245361,0.5976189970970154,0.5708760023117065
9,1.9517943314143589,0.7571428418159485,0.5638487935066223,0.5214285850524902,0.7810500860214233,0.7642857432365417,0.8428505659103394,0.7244581580162048,0.5136588215827942,1.8132406949996949,0.625,0.9431260228157043,0.6499999761581421,0.6329430341720581,0.7250000238418579,0.7980769276618958,0.7856254577636719,0.509087324142456
10,1.5787121534347535,0.8142856955528259,0.49915918707847595,0.5,0.9190201759338379,0.8071428537368774,0.8787499666213989,0.7057926058769226,0.4148491322994232,6.347021245956421,0.3499999940395355,14.267692565917969,0.6499999761581421,0.6637332439422607,0.3499999940395355,0.5782967209815979,0.0,3.9547290802001953
11,1.3531355789729527,0.824999988079071,0.4435783922672272,0.4821428656578064,0.7161951065063477,0.7892857193946838,0.872473955154419,0.7520923018455505,0.43400904536247253,16.860875511169432,0.3499999940395355,35.428565979003906,0.6499999761581421,0.6631709337234497,0.3499999940395355,0.5384615659713745,0.0,12.542028427124023
12,1.2557722244943892,0.7642857432365417,0.5036317110061646,0.4642857015132904,0.7228086590766907,0.7535714507102966,0.8391686677932739,0.7102266550064087,0.49804168939590454,4.323620700836182,0.3499999940395355,11.622800827026367,0.574999988079071,0.6891803741455078,0.3499999940395355,0.7252747416496277,0.0,2.5265421867370605
13,1.028415094103132,0.8357142806053162,0.38986262679100037,0.5321428775787354,0.7047929763793945,0.8142856955528259,0.8918264508247375,0.7487403750419617,0.40839195251464844,1.2590630412101746,0.44999998807907104,1.0299780368804932,0.5249999761581421,0.6953561902046204,0.699999988079071,0.5961538553237915,0.7851282358169556,0.6324155330657959
14,0.9528827020100185,0.8214285969734192,0.4201982617378235,0.4571428596973419,0.7394867539405823,0.824999988079071,0.885733962059021,0.7768141031265259,0.42561569809913635,1.6932087779045104,0.42500001192092896,1.4376658201217651,0.3499999940395355,0.7422026991844177,0.5,0.740384578704834,0.3699999451637268,1.1087872982025146
15,0.8070231446198055,0.8357142806053162,0.34833192825317383,0.48571428656578064,0.7134768962860107,0.8500000238418579,0.9161050319671631,0.7955946922302246,0.3662120997905731,1.7146768450737,0.6499999761581421,1.3727322816848755,0.6000000238418579,0.6719059944152832,0.6499999761581421,0.8585165143013,0.761025607585907,1.209529161453247
16,0.7431299890790667,0.8107143044471741,0.39199355244636536,0.47857141494750977,0.7153756022453308,0.824999988079071,0.9218717813491821,0.8073551058769226,0.35994672775268555,1.1194583535194398,0.699999988079071,0.9947242736816406,0.6499999761581421,0.6825441122055054,0.6499999761581421,0.8695054054260254,0.5877898931503296,0.7038809061050415
17,0.8017202309199742,0.7428571581840515,0.5345489978790283,0.49642857909202576,0.78587406873703,0.7821428775787354,0.8653895258903503,0.7023086547851562,0.44557514786720276,3.2796038150787354,0.3499999940395355,16.54021644592285,0.3499999940395355,1.0592193603515625,0.3499999940395355,0.6648352146148682,0.0,1.3213675022125244
18,0.6394815402371543,0.8428571224212646,0.3505190312862396,0.5,0.7234140038490295,0.8642857074737549,0.9309808611869812,0.8432838320732117,0.34546568989753723,1.0156503081321717,0.6499999761581421,0.8090046048164368,0.6499999761581421,0.676419734954834,0.6499999761581421,0.7541208267211914,0.7310799956321716,0.6952515840530396
19,0.6676404544285366,0.800000011920929,0.42451244592666626,0.5214285850524902,0.7011078000068665,0.8178571462631226,0.8980332612991333,0.8030571341514587,0.40156903862953186,0.9120752573013305,0.625,0.7436017394065857,0.6499999761581421,0.6793110966682434,0.699999988079071,0.7472527027130127,0.7564768195152283,0.6299117803573608
20,0.621409124987466,0.8285714387893677,0.4117977023124695,0.5071428418159485,0.7155516743659973,0.8214285969734192,0.8998723030090332,0.7921046018600464,0.37964460253715515,6.747105646133423,0.3499999940395355,12.462597846984863,0.3499999940395355,0.7874771952629089,0.3499999940395355,0.6153846383094788,0.0,5.305009841918945
21,0.5290299202714648,0.8678571581840515,0.3377973437309265,0.550000011920929,0.701763927936554,0.8714285492897034,0.9401451349258423,0.858331561088562,0.31536221504211426,2.9891705751419066,0.375,3.6740753650665283,0.6000000238418579,0.6836330890655518,0.4000000059604645,0.7445054650306702,0.11666665226221085,2.4528918266296387
22,0.430346731202943,0.8928571343421936,0.23305518925189972,0.46071428060531616,0.7076991200447083,0.9071428775787354,0.9641034007072449,0.8940918445587158,0.23970293998718262,1.0659498512744903,0.625,0.875086784362793,0.574999988079071,0.6891454458236694,0.6499999761581421,0.7568681240081787,0.6401709318161011,0.820237934589386
23,0.5475257320063455,0.8464285731315613,0.37729841470718384,0.4892857074737549,0.7081553936004639,0.8571428656578064,0.91399747133255,0.8248689770698547,0.3602265417575836,0.7202684044837951,0.7250000238418579,0.6993447542190552,0.6499999761581421,0.7750289440155029,0.7250000238418579,0.8296703696250916,0.7856254577636719,0.5032949447631836
24,0.49786191625254494,0.8821428418159485,0.30661994218826294,0.5249999761581421,0.7302389144897461,0.8785714507102966,0.9396583437919617,0.8872623443603516,0.32792869210243225,1.056626033782959,0.6499999761581421,1.2112233638763428,0.6499999761581421,0.6690790057182312,0.6000000238418579,0.6909340620040894,0.5692640542984009,0.8013186454772949
25,0.4402756116219929,0.8857142925262451,0.31511491537094116,0.5142857432365417,0.6930851936340332,0.8999999761581421,0.9465648531913757,0.8653513789176941,0.2798604965209961,0.800560861825943,0.675000011920929,0.95280522108078,0.3499999940395355,0.7710585594177246,0.6499999761581421,0.7939560413360596,0.7010101079940796,0.5737591981887817
26,0.3933468329054969,0.8999999761581421,0.2496873289346695,0.4928571283817291,0.7117795348167419,0.9107142686843872,0.9639502167701721,0.9041244983673096,0.24447757005691528,1.0319180905818939,0.7250000238418579,1.3444204330444336,0.3499999940395355,0.7760128974914551,0.699999988079071,0.7445055246353149,0.7152380347251892,0.7720746994018555
27,0.5331444259200777,0.8392857313156128,0.40651851892471313,0.47857141494750977,0.7124084830284119,0.8500000238418579,0.9146752953529358,0.8201563358306885,0.3784181475639343,0.783128023147583,0.7250000238418579,0.5369861125946045,0.625,0.6892813444137573,0.6499999761581421,0.8118131756782532,0.6726983785629272,0.6164484024047852
28,0.4996971479484013,0.8357142806053162,0.3814711570739746,0.5107142925262451,0.7224113941192627,0.8571428656578064,0.9133673906326294,0.8263071775436401,0.34947341680526733,1.184319007396698,0.5,0.887236475944519,0.6499999761581421,0.6610435247421265,0.6000000238418579,0.5975275039672852,0.5685713887214661,0.9898333549499512
29,0.4255826141153063,0.8857142925262451,0.3128221035003662,0.4714285731315613,0.7063045501708984,0.875,0.9488633871078491,0.8604595065116882,0.2868064343929291,0.6941566824913025,0.675000011920929,0.5182971954345703,0.3499999940395355,0.7031046152114868,0.625,0.7829670906066895,0.6454545259475708,0.5394192934036255
30,0.36042595974036623,0.8857142925262451,0.2589198350906372,0.44999998807907104,0.7067738175392151,0.9035714268684387,0.9631974101066589,0.895543098449707,0.23141825199127197,2.0681475162506104,0.699999988079071,1.089250922203064,0.3499999940395355,0.7525599598884583,0.675000011920929,0.7129120826721191,0.7743589282035828,1.8508596420288086
31,0.37736215463706424,0.8821428418159485,0.26441022753715515,0.46071428060531616,0.7124013304710388,0.9071428775787354,0.9589475989341736,0.9095337390899658,0.24885360896587372,0.7932023406028748,0.75,0.7902563810348511,0.6499999761581421,0.6804499626159668,0.7250000238418579,0.8241758346557617,0.7813519239425659,0.6199567317962646
